#,claim_status,video_id,video_duration_sec,video_transcription_text,verified_status,author_ban_status,video_view_count,video_like_count,video_share_count,video_download_count,video_comment_count
227,claim,6454272818,47,a friend claimed someone discovered that the car radio was first introduced in 1922,not verified,banned,813598,48172,948,942,401
228,claim,5140520149,6,a friend claimed someone discovered that the automotive industry employs about 9.9 million americans,not verified,active,506876,212303,15689,1428,760
229,claim,6466205346,46,a friend claimed someone discovered that violins are constructed from 70 individual wooden pieces,not verified,active,682406,108826,1338,2661,1014
230,claim,9201613150,27,a friend claimed someone discovered that the musical artist prince played 27 different instruments on his debut album,not verified,banned,878248,400541,121970,3447,361
231,claim,1397273081,45,"a friend claimed someone discovered that 99% of individuals in denmark, ireland and the united arab emirates have internet access",not verified,under review,909325,314007,48135,6184,1278
232,claim,3336652561,18,"a friend claimed someone discovered that 1920 was the last time the event ""tug-of-war"" was played in the summer olympics",not verified,active,881753,295676,7539,1611,417
233,claim,8370716280,53,a friend claimed someone discovered that kite flying is a professional sport in thailand.,not verified,banned,179828,100089,9428,1529,518
234,claim,3245423844,5,a friend claimed someone discovered that the longest commercial flight in history took around 30 hours,not verified,active,414954,43839,2052,753,32
235,claim,6438126463,42,a friend claimed someone discovered that the busiest airport in the world is in the united states,not verified,under review,380857,160730,35354,1844,457
236,claim,3795737742,23,a friend claimed someone discovered that dolphins are mammals,not verified,active,661093,180093,32820,3721,1338
237,claim,7592496774,20,a friend claimed someone discovered that some ants can lift up to 20 times their own body weight,not verified,active,612645,340472,6082,7560,1963
238,claim,2414295768,31,a friend claimed someone discovered that the hummingbird is the only bird that can fly backwards,not verified,active,38266,7567,3012,136,14
239,claim,2158621735,10,a friend claimed someone discovered that sound actually travels in space,not verified,active,392496,251922,30959,3538,299
240,claim,5038558037,8,a friend claimed someone discovered that neptune’s winds are the fastest in the solar system,not verified,active,175290,86677,1785,1819,391
241,claim,4102631472,38,a friend claimed someone discovered that pluto could theoretically sustain life,not verified,active,430258,20195,3453,349,146
242,claim,7115588605,14,a friend claimed someone discovered that mars has running water,verified,active,474105,312860,104143,5030,553
243,claim,3175914995,53,a friend claimed someone discovered that there is a world championship for throwing mobile phones,not verified,active,337386,55788,4060,1305,120
244,claim,1709426027,6,a friend claimed someone discovered that take out restaurants have been found in the remains of pompeii,not verified,active,448341,280452,60986,1746,105
245,claim,8354003399,31,a friend claimed someone discovered that chihuahuas have the largest brain among dogs,not verified,under review,236413,78298,17635,621,389
246,claim,6028968151,35,a friend claimed someone discovered that china owns all of the pandas in the world,not verified,active,549591,127657,17860,1984,781
247,claim,7593600318,46,a friend claimed someone discovered that people are born with only 2 natural fears: the fear of falling and the fear of loud sounds,not verified,active,315640,182597,37612,3309,1246
248,claim,4584695987,20,a friend claimed someone discovered that humans can’t taste food without saliva,not verified,banned,467018,268058,22841,2263,1064
249,claim,3852846298,57,a friend claimed someone discovered that millions of trees are estimated to be planted by squirrels that forgot their buried nuts,not verified,active,794004,68594,1742,1166,324
250,claim,5658428187,16,a friend claimed someone discovered that a blue whale's heartbeat can be heard from two miles away,not verified,active,119841,13171,2251,41,10
251,claim,8334676075,47,a friend claimed someone discovered that the longest location name on the planet earth is 85 letters in english.,not verified,active,796512,186540,38277,3839,2131
252,claim,1641627688,25,a friend claimed someone discovered that new zealanders have more pets per household than any other country,not verified,active,390461,25079,7608,193,59
253,claim,8522480418,44,a friend claimed someone discovered that our sense of smell and taste decreases by 20%-50% during airplane flights,not verified,active,86880,18003,966,352,232
254,claim,9941882873,11,a friend claimed someone discovered that the largest pair of eyes in the world belongs to the giant squid,not verified,under review,371447,99183,8684,470,63
255,claim,2217725507,15,a friend claimed someone discovered that a candle’s flame is blue in zero gravity,not verified,under review,128877,29885,4119,264,74
256,claim,5531181559,24,a friend claimed someone discovered that there are fewer stars in the sky than there are trees on earth,not verified,under review,795212,123662,43300,345,48
257,claim,3171537153,9,a friend claimed someone discovered that no two teeth from different people will ever be alike,not verified,active,255361,71078,1427,1368,448
258,claim,9375231660,33,a friend claimed someone discovered that triskaidekaphobia is the fear of the number 13,not verified,active,911083,402307,128902,4807,2863
259,claim,5474600099,48,a friend claimed someone discovered that apple seeds contain cyanide,not verified,active,855783,355794,111958,8563,1991
260,claim,8520150329,20,a friend claimed someone discovered that a man once set a record by putting on over 260 t-shirts,not verified,banned,223109,105943,21379,1689,162
261,claim,3885322171,26,a friend claimed someone discovered that up to 20% of power outages in the u.s. are due to squirrels chewing through the lines,not verified,active,137178,28660,11396,266,158
262,claim,2582314275,15,a friend claimed someone discovered that violin bows are made from horsehair,not verified,active,927524,145741,22076,607,328
263,claim,5219406021,38,a friend claimed someone discovered that mice typically only live for 6 months in the wild,not verified,active,532090,5265,100,114,22
264,claim,7040915193,20,a friend claimed someone discovered that flossing your teeth improves memory,not verified,active,133433,67969,26793,647,221
265,claim,4417620444,17,a friend claimed someone discovered that the moon is moving away from the earth,not verified,under review,879928,378123,19315,5379,3383
266,claim,5235914247,41,a friend claimed someone discovered that ketchup leaves the bottle at a measured speed of 25 miles per year,not verified,active,770231,382002,34029,6944,3988
267,claim,9732547058,34,a friend claimed someone discovered that strawberries are the only known fruit to grow their seeds externally,not verified,active,800390,413882,28689,8926,1975
