drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,drivenkmdrives,durationminutesdrives,activitydays,kmperdrivingday,professionaldriver,android,label
65,333.5013108,2707,230,3,1320.624734,942.3104335,14,120.056794,0,0,0
7,38.5903149,2306,23,12,7100.775516,4602.424742,19,373.7250271578947,0,0,0
0,90.74746615,579,229,0,1363.20614,66.58849334,15,123.92783090909091,0,0,0
15,22.64255453,2672,38,37,5084.551534,1007.323984,27,203.38206136,0,0,1
59,491.876538,3268,0,0,6067.464428,944.2746253,8,758.4330535,0,0,1
137,182.8139239,1818,126,54,1750.3359,971.1481073,16,125.02399285714286,0,0,0
25,33.88649583,3214,204,31,5002.606106,2300.234736,11,833.7676843333334,0,0,0
39,100.3514388,329,5,84,2742.694464,914.1850279,31,124.6679301818182,0,1,0
60,125.7975759,433,0,5,694.2755175,345.7364815,2,0.0,0,1,1
59,183.9643962,486,9,0,1798.506133,1296.506861,28,99.91700738888888,0,0,0
9,49.18718796,1425,117,21,6370.613212,2471.052755,8,796.3266515,0,0,0
11,86.7494013,2723,142,0,5574.447335,2436.845003,17,428.8036411538461,0,1,0
128,175.7677294,3134,0,0,2633.768656,1419.680824,23,175.58457706666667,0,1,0
64,96.35565029,2389,94,2,1274.675184,959.3090716,7,182.09645485714285,0,0,0
50,155.8444768,1909,10,38,2241.403448,1825.532704,20,203.76394981818183,0,0,0
24,44.38227792,557,170,0,2271.05226,938.6957027,10,567.763065,0,1,1
33,49.16574449,2074,50,0,2843.91301,1920.549198,13,284.391301,0,0,0
27,125.2707167,1280,16,0,2654.674537,2083.73671,28,139.7197124736842,0,0,0
44,162.5941479,2654,236,0,1074.788119,516.713579,2,537.3940595,0,0,0
40,217.1706497,116,135,62,3056.320103,2198.499421,6,764.08002575,0,0,1
14,118.6182655,2985,34,0,6645.670121,341.4004237,24,302.0759145909091,0,0,0
61,220.0630589,317,7,19,2203.242876,1034.889389,18,129.60252211764706,0,0,0
2,78.08648786,2897,0,10,5953.957276,629.6109122,3,0.0,0,0,0
106,152.7715264,3216,217,72,2415.919499,746.3105173,15,301.989937375,0,0,0
102,181.1726709,943,0,0,3778.846974,649.5891386,2,0.0,0,0,0
69,98.36265004,846,99,23,4661.240296,2091.325679,17,274.1906056470588,0,0,0
5,29.25950176,558,19,7,2400.721232,885.8391104,22,160.04808213333334,0,0,0
68,185.4553362,2002,0,0,1132.478445,933.9223108,5,0.0,0,0,0
74,168.3193724,3215,0,0,2430.408137,1476.575735,5,607.60203425,0,1,0
65,98.09570355,2392,44,38,3417.306236,327.171157,27,201.01801388235293,0,0,0
35,112.2982559,1836,0,0,8466.58026,3601.697816,16,604.7557328571429,0,0,0
24,92.39278882,3012,0,0,4471.066536,1249.586908,31,194.3941972173913,0,0,0
17,47.12169151,976,168,13,3198.728016,1686.218009,28,159.9364008,0,0,0
66,116.6084545,3233,131,0,3792.211764,2142.659084,9,421.3568626666667,0,0,0
161,360.2506199,2431,58,7,2210.12736,1650.711583,19,138.13296,0,1,0
30,51.06040383,782,95,0,3672.991846,1403.640569,30,153.04132691666666,0,1,0
11,76.57138755,451,26,22,5907.531348,3841.016203,19,454.4254883076923,0,0,1
100,124.8174402,2718,17,0,1027.925218,557.225132,7,256.9813045,0,1,0
145,368.4571855,2279,24,60,3944.817609,1056.098466,10,657.4696015000001,0,1,1
91,274.3182804,2800,58,0,3775.876104,852.3055018,17,377.5876104,0,1,0
138,166.8828293,3214,0,43,4842.682889,1967.5172,11,440.243899,0,1,0
1,120.5059981,3257,192,0,3084.71445,1311.705619,10,342.74605,0,1,0
71,210.0662197,2509,0,8,5589.667048,2794.52855,23,279.4833524,0,1,0
65,137.1247742,1648,93,3,5117.361994,3631.763125,0,0.0,0,1,1
62,267.2699843,1500,38,52,967.3838714,682.28244,11,161.23064523333332,0,0,0
54,414.5124396,2187,48,0,3801.993752,1812.77107,24,253.4662501333333,0,0,0
10,132.1847714,1452,50,0,1904.372572,578.5860282,30,68.01330614285715,0,0,0
35,59.34060859,791,227,26,167.5053199,105.3535958,30,7.282839995652173,0,0,0
33,237.6278749,2899,0,36,2004.205378,886.7738426,10,200.4205378,0,0,0
60,160.7188704,1569,0,8,7241.81673,4772.815236,24,425.9892194117647,0,0,0
9,52.94946862,1735,0,8,2835.408602,206.6654523,23,128.88220918181818,0,0,0
9,96.18973337,3275,7,51,3740.084277,2350.125072,22,207.7824598333333,0,0,0
125,297.9371192,3161,0,97,2943.549796,1218.758814,17,327.0610884444444,0,0,0
108,141.3470742,2962,202,0,1954.574241,1617.726376,26,102.8723284736842,0,0,0
135,187.3042586,333,50,27,1481.17201,806.8464888,6,0.0,0,0,1
151,231.8888126,645,326,38,2651.220951,205.0617052,9,294.58010566666667,0,0,1
129,225.3431749,2487,186,0,2117.918629,815.5491675,12,423.5837258,0,0,0
148,186.7490336,676,40,0,5943.746764,4305.735198,24,330.20815355555555,0,0,1
96,142.9293685,2214,3,24,1317.993374,851.3727149,24,65.89966869999999,0,0,0
113,223.4071683,402,250,0,8677.91082,4216.460938,17,867.791082,0,1,0
87,183.5561774,3430,133,24,5031.225349,3640.344335,11,457.38412263636366,0,0,0
42,103.2583487,272,288,0,2303.750258,1791.14639,13,255.97225088888888,0,1,0
7,134.074151,2088,0,2,1664.241891,1337.485245,14,184.91576566666663,0,1,1
173,268.8761545,2572,160,17,3085.801997,1387.676131,22,154.29009985,1,0,0
96,124.9672438,952,34,0,4626.352023,3398.917717,2,0.0,0,0,1
37,354.5588679,3127,385,93,3816.728925,1898.92379,14,545.2469892857142,0,0,0
16,190.2859902,623,280,0,2914.218,1829.59476,22,153.3798947368421,0,0,0
148,216.8416861,2056,35,17,1968.286159,1140.192548,30,70.29593425,1,1,0
10,337.8070809,1285,0,82,5680.209326,3153.870332,25,298.9583855789474,0,0,0
52,174.0009642,1995,377,24,3198.681668,2274.513614,13,456.9545240000001,0,0,0
106,268.3454637,2507,0,38,4509.662541,1255.128303,29,167.02453855555555,1,0,0
38,100.3291937,1797,139,0,1248.443231,731.7548328,16,156.055403875,0,0,0
55,124.0700366,1077,182,37,2399.039876,552.1540314,22,109.04726709090907,0,0,0
33,163.5792057,3044,164,20,3128.508106,2013.142321,10,521.4180176666667,0,0,0
5,19.65081329,1096,0,84,2567.49756,1434.098826,21,142.6387533333333,0,0,0
71,168.8096883,2358,0,0,9125.702009,895.0291505,15,829.6092735454546,0,0,0
31,206.5578046,1852,214,0,4290.384463,2669.316885,20,268.1490289375,0,0,0
1,10.21980196,2091,0,0,5456.791613,2618.52791,7,779.5416590000001,0,0,0
11,33.97294946,2610,0,0,2041.844884,698.4930883,21,157.0649910769231,0,0,0
48,385.3031543,2287,0,0,5177.570843,1692.477444,7,862.9284738333334,0,0,0
50,143.7387157,2819,0,19,924.436703,657.7976358,27,40.19290013043478,0,1,0
27,221.2043467,2213,128,0,1559.135958,136.7466518,8,194.89199475,0,0,0
60,195.526532,1808,28,14,3860.365227,2317.645593,12,643.3942045,0,0,0
57,207.8427383,2560,140,88,835.8121483,181.2159143,13,64.29324217692307,0,0,0
33,186.5337107,2743,84,0,2728.526997,1961.753351,8,341.065874625,0,0,1
24,144.2775698,1868,372,55,6337.869591,4350.063537,21,452.70497078571424,0,1,0
4,102.0626161,1867,271,13,930.5518637,520.7979058,14,71.5809125923077,0,0,0
90,175.7189391,2176,0,61,1648.405032,1272.179495,4,412.101258,0,0,0
2,23.90771459,3358,0,95,5169.312944,1341.070442,24,323.082059,0,0,0
12,100.0107813,2640,168,20,3884.798509,1293.508261,25,184.9904051904762,0,0,0
78,100.4571795,3084,118,34,1966.022825,1277.42145,27,81.91761770833334,0,1,0
34,101.3880483,2356,77,14,6067.102337,1913.940102,21,356.8883727647059,0,1,0
25,36.99674802,2759,0,0,3185.779079,2574.316788,29,144.80813995454545,0,0,0
54,75.6297357,1484,23,0,2325.003379,578.6428485,23,166.07166992857145,0,0,0
10,146.8879402,629,0,0,3286.307891,1895.776238,21,219.08719273333327,0,0,0
14,17.24813256,595,15,23,502.2413852,128.4197521,5,0.0,0,0,0
39,82.19922726,1909,56,0,2148.817602,603.6829854,19,134.301100125,0,1,0
28,96.97989514,1586,0,36,2256.970567,561.8199532,29,102.58957122727271,0,1,0
140,451.1155082,1188,20,0,9072.195992,243.9758156,16,604.8130661333333,0,1,0
60,256.4832669,2294,61,0,6170.125603,4448.063093,9,685.5695114444445,0,0,0
6,45.31388108,2304,19,5,2473.94367,1571.873554,0,0.0,0,0,1
35,115.6412632,1935,196,0,4588.067095,3137.545457,5,917.613419,0,0,0
62,129.7600748,2512,173,0,3865.260892,1862.635208,13,552.1801274285714,0,1,0
10,43.75388439,2790,0,22,2499.927274,1653.243414,11,227.26611581818185,0,0,1
88,463.3237576,469,273,0,8664.88578,4267.465233,21,722.0738150000001,0,1,0
166,213.4270033,1448,232,0,2966.635598,1042.144153,14,211.9025427142857,0,1,1
169,190.9494175,1225,37,0,2227.386416,1267.155617,8,278.423302,0,1,0
128,253.9179869,2050,0,50,3453.173928,1792.058823,28,164.43685371428572,1,0,0
43,98.62019966,786,23,0,6337.911624,4412.730105,7,905.4159462857144,0,0,0
172,241.3729846,2121,402,0,2441.816994,1665.512323,25,162.7877996,0,0,0
29,113.898073,1908,311,8,965.445123,415.1154606,3,965.445123,0,1,1
119,264.1255852,902,45,36,4557.361046,3535.72237,16,284.835065375,0,1,0
96,264.7710056,3479,15,0,2322.135194,917.561603,21,165.86679957142857,0,1,1
43,71.4137158,3113,26,4,1874.680555,948.1144155,23,133.9057539285714,0,0,0
44,105.8941178,523,0,90,5557.42243,1716.757969,23,241.62706217391303,0,0,0
34,95.83409124,2974,0,4,6033.438729,1580.205361,9,670.3820810000001,0,0,0
19,173.8472622,2421,55,0,2349.959455,1552.919302,27,130.55330305555557,0,0,0
156,286.623824,431,171,40,2766.752764,1347.406832,5,922.2509213333332,0,1,0
7,32.93325702,1896,0,0,5444.227615,1206.944949,28,286.5382955263158,0,0,0
74,131.709174,871,175,55,2577.895773,2071.810883,30,103.11583092,0,1,0
52,96.13305227,1071,1,78,5654.637929,4414.822026,30,201.9513546071429,0,0,0
6,200.8546865,692,0,0,1813.484596,1131.874772,27,75.56185816666667,0,0,0
100,147.6483053,3264,90,2,1539.645946,467.350984,5,307.9291892,0,0,1
161,247.4563505,1902,0,0,3049.610765,1558.451717,28,169.42282027777776,0,1,0
163,302.9535418,2171,29,0,5337.840069,1197.394304,7,889.6400115,0,0,1
45,109.999385,1449,321,10,4045.837925,1923.838443,26,175.90599673913042,0,0,0
83,299.1992933,274,9,54,2521.508356,1212.869964,10,504.3016712,0,0,1
108,481.0484482,2320,11,4,6566.42483,4558.45987,18,410.401551875,0,0,0
32,153.6820456,2261,0,70,1483.52604,707.2153969,8,494.50868,0,0,0
89,127.6082369,3252,0,107,5710.180621,4748.803193,7,815.7400887142858,0,0,1
6,120.7980228,380,117,61,1174.743747,313.9065627,25,65.2635415,0,1,1
16,237.7061548,1598,0,0,4376.21809,3154.184912,7,625.1740128571429,0,0,0
60,335.6945448,3212,34,0,3654.05613,785.8167989,26,182.7028065,0,1,0
89,218.2855527,891,324,32,4403.276124,1932.13008,25,183.4698385,0,0,0
29,79.55501337,2175,346,72,4533.357314,2994.805261,24,302.22382093333334,0,1,1
25,64.43331683,25,0,0,878.826898,183.6995519,25,48.82371655555556,0,1,0
202,255.8525408,471,61,41,6103.628812,2827.578389,24,435.97348657142857,0,1,0
30,81.23168143,1039,0,0,7679.620699,490.239529,22,479.9762936875,0,0,1
4,64.27106133,3375,389,77,2383.058247,1693.76294,5,476.6116494,0,1,0
87,215.4809554,2234,120,0,4305.556868,2483.33604,25,226.6082562105263,0,1,0
18,442.2437366,2535,99,0,4141.890064,2476.327128,21,243.640592,0,1,0
95,198.4113218,1813,58,0,780.6807165,647.1239605,15,55.762908321428576,0,0,0
58,241.2906214,3265,57,64,4620.934492,3551.528922,17,271.819676,0,0,0
69,96.52955618,207,189,62,1284.933889,982.0254773,17,80.3083680625,0,0,0
119,151.7290438,1166,0,18,1317.48355,871.6282196,8,329.3708875,0,0,0
73,227.7439976,3069,112,33,4579.458374,765.2062369,17,457.9458374,0,1,0
69,90.24798969,1628,32,0,5465.938694,1827.251519,11,546.5938694,0,0,0
80,182.3839112,1292,6,45,1932.696735,440.6943471,0,0.0,0,0,1
143,307.3726175,2981,94,0,2010.335814,710.6087001,11,182.75780127272728,0,1,0
19,52.4646532,1239,40,0,5900.020527,3676.129368,25,347.060031,0,0,0
20,46.69795005,2128,152,0,3416.07579,1769.444589,27,189.7819883333333,0,0,0
71,261.8245093,106,56,0,2161.212317,930.2563884,9,360.2020528333333,0,1,0
192,257.9570808,1575,0,47,5081.5944,3633.369694,9,564.6216,0,0,0
33,286.9739677,340,342,0,3450.659715,605.8135732,20,172.53298575,0,1,1
10,90.61261218,1490,0,0,3253.361193,263.5163036,26,141.4504866521739,0,0,0
2,27.48652981,1241,94,9,3778.172248,1224.263372,24,171.73510218181818,0,0,0
27,392.9917766,366,38,55,7339.176183,2163.38942,1,0.0,0,1,1
26,373.1853546,1898,205,9,3269.931848,2214.076524,7,467.1331211428572,0,1,0
108,159.92912,1442,27,0,760.356521,544.5400499,20,58.48896315384616,0,0,1
150,271.2154297,2006,102,0,1826.749557,1502.846633,15,166.06814154545455,0,0,0
109,193.1897492,1672,105,42,5364.392186,1610.680996,27,298.0217881111111,0,1,0
27,55.3390658,1584,10,18,7613.940673,4137.284179,25,331.04089882608696,0,0,0
32,196.4047306,1752,115,18,2564.457219,1058.021869,6,427.4095365,0,1,0
15,27.3342983,1135,430,0,1333.761653,166.9178047,31,45.99178113793104,0,0,0
61,122.3234369,2276,259,93,2203.938525,1156.394574,9,244.88205833333333,0,0,0
63,147.4909529,3356,232,22,3984.074249,2524.308045,29,153.23362496153845,0,0,0
43,214.8979867,381,0,0,1012.974379,782.6557957,1,0.0,0,0,0
7,318.6530199,1975,42,102,2626.53729,1226.864904,8,437.75621500000005,0,0,1
15,351.6041495,1147,289,0,4573.294162,1769.364502,25,217.77591247619048,0,0,0
4,83.48374527,2465,131,0,1673.809716,1254.530343,5,334.7619432,0,0,0
50,151.0511321,232,22,0,5677.944947,2479.067061,14,709.743118375,0,1,0
31,83.08889924,1059,0,47,1879.772755,1383.753959,17,170.88843227272727,0,1,0
132,167.8798229,816,0,30,1601.709759,938.9276163,18,133.47581325000002,0,1,0
37,167.6937414,430,0,6,3595.874309,2781.913815,31,156.34236126086955,0,0,1
31,86.32278056,2990,113,0,4764.677439,644.3349709,13,366.5136491538461,0,0,0
14,347.1359835,1728,171,0,2323.325762,1028.004191,16,145.207860125,0,0,1
133,392.1098712,3133,46,29,3229.642762,2311.052881,16,201.852672625,0,1,0
9,53.27902429,2439,127,0,2160.024068,1772.15845,12,180.0020056666667,0,0,0
19,232.0237413,577,85,8,4839.454451,2301.725741,4,0.0,0,0,0
33,109.1307466,3415,46,63,2987.236048,1570.526593,28,149.36180240000002,0,0,0
3,118.640903,1361,0,10,2531.173519,1185.671395,20,126.55867595,0,0,0
18,49.91001478,1597,4,0,1999.841326,805.1050754,9,399.9682652,0,0,0
74,190.3712688,2704,25,0,2443.775395,1891.953616,15,174.55538535714285,0,0,0
25,117.1147842,2610,7,0,7659.102669,2112.352934,17,765.9102669,0,0,0
120,378.8108418,1117,146,0,4857.973635,2318.090167,0,0.0,0,0,1
20,34.14657321,1060,44,2,6475.609187,1807.448592,12,539.6340989166666,0,0,0
30,50.83189338,3177,44,5,1941.710163,1254.964606,2,970.8550815,0,0,0
125,345.0648904,3458,0,9,4189.778737,1192.007707,8,1047.44468425,0,1,0
50,165.6858039,2821,61,44,3843.42255,259.1276102,26,226.0836794117647,0,0,0
139,234.2520715,2866,49,14,4750.595968,1465.566197,29,250.03136673684207,0,1,0
54,80.11292811,1063,0,0,1087.666654,877.5712627,8,135.95833175,0,0,1
12,136.8060162,2683,34,2,2412.419486,1099.837934,20,141.90702858823528,0,1,0
16,41.73059916,2845,47,0,1245.857868,482.9914435,15,95.8352206153846,0,0,0
46,199.5720015,3077,25,28,4913.265969,528.1794824,8,818.8776615,0,0,0
7,40.10724219,1909,93,0,3842.214102,2511.444843,15,256.1476068,0,0,0
5,48.37423908,2506,195,0,1422.967659,830.7743179,13,203.2810941428572,0,1,1
110,209.6565502,1992,120,8,3069.962123,1350.521942,27,122.79848492,1,1,0
125,410.5136525,1493,28,71,7932.157349,2623.587971,12,793.2157349,0,0,0
40,84.59003698,3400,51,0,3617.577097,389.611981,13,361.7577097,0,0,0
19,306.8989621,1918,0,73,4910.363691,1115.319196,5,982.0727382,0,1,1
34,110.8179124,37,176,0,5580.691934,3097.746446,10,620.0768815555556,0,0,0
30,72.13001549,1398,29,29,2645.590441,414.181463,5,529.1180882,0,0,0
128,169.4634319,2928,42,74,1945.061877,1439.460824,2,972.5309385,0,1,0
21,52.78372974,2799,147,26,2570.236399,1424.175989,20,183.5883142142857,0,1,0
75,95.35836233,1992,70,32,4703.990929,3676.935794,22,361.845456076923,0,1,0
43,145.4185336,659,0,3,2725.196875,1754.602536,23,194.6569196428572,0,0,0
58,123.9033897,3196,117,29,7329.890603,1666.763477,25,458.1181626875,0,0,0
81,293.4386978,514,276,44,7686.083065,1207.799794,19,591.2371588461539,0,0,0
28,62.5900179,2552,56,0,8050.643778,3344.76479,14,805.0643778,0,0,1
56,147.2081684,1350,242,46,4672.384067,2557.659756,5,934.4768134,0,0,1
119,187.8134591,2607,89,32,1517.983058,1010.798956,4,379.4957645,0,0,0
53,149.7901745,1303,0,24,3760.793394,2761.41507,24,156.69972475,0,0,0
16,107.1669041,2122,199,49,3934.480968,3052.456596,29,207.0779456842105,0,0,0
21,246.5645934,289,154,0,3282.119441,2570.981183,3,1094.0398136666663,0,0,0
1,45.99583272,369,144,0,4383.782798,3608.767933,12,487.0869775555556,0,1,0
24,361.8186741,2283,0,0,1008.158603,597.1595002,26,56.008811277777774,0,1,0
165,278.3480634,1966,124,0,1079.310529,487.0434341,26,51.39573947619048,1,0,0
66,89.48254467,1120,128,19,2923.402679,977.1892564,24,121.80844495833333,0,0,0
116,249.5783994,2136,335,17,1519.587381,317.3632385,6,303.9174762,0,0,1
45,81.78800022,701,80,32,1514.858719,690.6129214,20,100.99058126666668,0,1,0
56,262.7826,3256,62,0,5986.997818,3556.919018,29,230.26914684615383,0,1,0
22,41.46421262,355,217,61,6440.145474,789.9426802,9,715.5717193333334,0,1,1
103,232.7157622,1345,85,6,716.6819347,305.5751238,30,28.667277388,1,1,0
0,238.2865436,3179,0,0,1996.55269,636.4516988,18,199.655269,0,1,0
45,63.40983918,1646,83,0,435.9880365,362.2823563,13,48.44311516666667,0,1,0
25,55.64282104,2736,126,0,3436.141031,2628.664681,6,572.6901718333334,0,0,0
92,124.400562,944,9,0,2974.744548,2323.982318,15,247.895379,0,0,1
5,196.2622674,1299,13,2,832.8182879,491.867653,29,37.85537672272727,0,0,0
83,257.1420987,1925,129,0,1928.717335,1170.799409,12,160.72644458333335,0,0,0
9,92.95157454,1663,255,0,2655.744945,1847.229775,28,132.78724725,0,0,0
1,413.5995667,3177,368,45,2907.974442,1130.350339,7,415.4249202857144,0,0,0
29,104.5827571,1613,0,0,3860.959792,2592.097497,23,203.2084101052632,0,0,0
94,268.2669274,2851,136,0,3711.984043,2209.688159,31,161.3906105652174,0,1,0
56,111.7787081,2503,68,12,1129.373711,455.6880995,30,59.44072163157895,0,1,0
72,141.4970327,1292,167,72,1772.137243,876.4156987,29,73.83905179166666,0,0,0
77,386.1219116,1197,333,80,3295.133527,1390.753053,28,137.29723029166666,0,0,0
16,40.77919419,361,325,13,3803.989666,2560.641396,15,253.59931106666667,0,0,0
86,154.9110275,3489,294,0,819.964132,515.4173404,5,163.99282639999998,0,0,0
95,309.3379263,1208,25,86,3341.326409,922.5821967,2,0.0,0,0,0
65,112.962934,1021,346,0,499.5686528,296.3169184,4,166.5228842666667,0,0,1
21,151.5378354,1423,0,0,5972.746457,2826.397155,17,663.6384952222222,0,0,0
24,122.2744094,1320,0,0,8957.029865,1110.155737,2,0.0,0,1,0
1,58.25196797,2902,73,64,2023.874212,1054.969152,12,252.9842765,0,1,0
14,71.64764921,311,0,55,5670.868684,3533.66118,9,1134.1737368,0,1,0
70,127.3060827,106,108,19,5573.351001,4584.1284,1,0.0,0,0,0
73,248.2514454,2562,307,0,4412.32922,2238.445025,4,1103.082305,0,1,0
28,102.6879311,1650,80,0,7019.666863,2323.870107,25,305.20290708695654,0,0,0
6,110.9200323,3275,251,45,2654.981526,1155.926372,6,0.0,0,1,0
31,114.9249669,3411,38,0,5737.78461,2727.943421,23,358.611538125,0,0,0
27,195.756746,1222,221,97,8236.027771,2274.378961,16,514.7517356875,0,0,0
111,116.2164735,3011,245,0,1163.485365,951.8145256,24,72.7178353125,0,0,0
18,337.9211767,3096,88,0,2843.055327,2048.939353,24,129.2297875909091,0,0,0
11,17.17880646,633,0,0,1007.982844,615.9832754,21,47.99918304761905,0,0,0
133,290.7132871,2950,80,0,4538.914138,2595.679508,18,378.2428448333333,0,0,0
167,342.5197288,340,10,0,2151.120618,699.5528912,18,119.506701,0,0,0
92,131.2432707,2112,110,28,2259.665256,865.4403832,14,161.40466114285715,0,1,1
64,124.122618,1988,420,3,2408.737714,975.1180582,12,240.8737714,0,0,0
13,278.0490812,1179,199,38,2154.50319,702.9703674,25,93.67405173913043,0,0,0
55,97.05638805,688,130,47,6720.288699,2160.651974,27,258.47264226923073,0,0,0
155,292.7549184,3199,3,0,2663.131659,1500.995997,15,177.5421106,0,0,1
23,223.8868021,36,0,0,3454.439242,2641.729248,20,181.81259168421053,0,1,0
95,136.6211599,1539,56,28,3386.886828,2288.005912,28,161.28032514285715,0,0,0
122,294.8239569,2024,365,27,4010.414077,1148.408143,20,200.52070385,1,0,0
18,119.6867817,2053,248,0,1174.17303,495.7608411,22,65.23183499999999,0,0,0
60,110.7826244,1309,177,0,1876.771516,374.1402602,1,0.0,0,0,1
19,369.6141189,1430,38,0,5215.006974,3558.772228,30,274.4740512631579,0,0,0
86,363.4802828,440,182,20,3923.32445,2579.247452,28,163.47185208333337,0,1,0
4,38.50404655,2671,209,0,5958.67475,2785.785738,28,313.6144605263158,0,1,0
198,213.3092998,1062,15,33,3237.241263,1441.926177,12,539.5402105,0,0,0
115,144.5095342,27,160,4,5311.346418,3207.485156,27,241.4248371818182,1,0,0
75,119.5245992,656,86,0,3444.673098,1707.525167,16,344.4673098,0,0,0
76,132.4611198,2611,125,0,3443.013127,767.201645,1,0.0,0,0,1
37,43.80285331,3346,182,2,765.1999508,527.1236524,5,153.03999016,0,1,0
13,93.80302944,2412,249,58,5687.61139,2656.832711,14,631.9568211111111,0,0,0
