Company,Valuation,Date Joined,Industry,City,Country/Region,Continent,Year Founded,Funding,Select Investors
CloudBees,$1B,12/9/21,Data management & analytics,San Jose,United States,North America,2010,$236M,"Matrix Partners, Lightspeed Venture Partners, Verizon Ventures"
Elemy,$1B,10/6/21,Health,San Francisco,United States,North America,2019,$323M,"General Catalyst, Bling Capital, Felicis Ventures"
Guideline,$1B,6/16/21,Fintech,San Mateo,United States,North America,2015,$339M,"Pelion Venture Partners, Foundation Capital, Thoma Bravo"
Happy Money,$1B,2/8/22,Fintech,Tustin,United States,North America,2009,$192M,"FirstMark Capital, Anthemis, CMFG Ventures"
Rebellion Defense,$1B,9/16/21,Artificial intelligence,Washington DC,United States,North America,2019,$150M,"Venrock, Innovation Endeavors, Insights Partners"
STORD,$1B,9/13/21,"Supply chain, logistics, & delivery",Atlanta,United States,North America,2015,$205M,"Dynamo VC, Susa Ventures, Founders Fund"
At-Bay,$1B,7/27/21,Fintech,Mountain View,United States,North America,2016,$292M,"Lightspeed Venture Partners, Khosla Ventures, Munich Re Ventures"
TELD,$1B,12/16/19,Fintech,Qingdao,China,Asia,2014,$396M,"China Reform Fund, Gaopeng Capital, Jinhui Xingye"
Acko General Insurance,$1B,10/28/21,Fintech,Bengaluru,India,Asia,2016,$458M,"Intact Ventures, Munich Re Ventures, General Atlantic"
apna,$1B,9/15/21,Internet software & services,Bengaluru,India,Asia,2019,$193M,"Sequoia Capital India, Rocketship.vc, Lightspeed India Partners"
Beyond Identity,$1B,2/22/22,Cybersecurity,New York,United States,North America,2019,$205M,"New Enterprise Associates, Koch Disruptive Technologies, Evolution Equity Partners"
Carousell,$1B,9/15/21,E-commerce & direct-to-consumer,,Singapore,Asia,2012,$288M,"500 Global, Rakuten Ventures, Golden Gate Ventures"
Chief,$1B,3/31/22,Other,New York,United States,North America,2019,$140M,"General Catalyst, Inspired Capital, Flybridge Capital Partners"
CoinDCX,$1B,8/10/21,Fintech,Maharashtra,India,Asia,2017,$109M,"Polychain Capital, Coinbase Ventures, Jump Capital"
Daily Harvest,$1B,11/16/21,E-commerce & direct-to-consumer,New York,United States,North America,2014,$120M,"M13, Lightspeed Venture Partners, Lone Pine Capital"
Enpal,$1B,10/18/21,Internet software & services,Berlin,Germany,Europe,2017,$304M,"HV Capital, Softbank Group, BlackRock"
eSentire,$1B,2/22/22,Cybersecurity,Waterloo,Canada,North America,2001,$186M,"Edison Partners, Georgian Partners, VentureLink"
Firefly Aerospace,$1B,5/4/21,Other,Cedar Park,United States,North America,2014,$172M,"XBTO Ventures, Raven One Ventures, SK Ventures"
Fundbox,$1B,11/30/21,Fintech,San Francisco,United States,North America,2013,$404M,"Khosla Ventures, General Catalyst, Blumberg Capital"
G2,$1B,6/22/21,Internet software & services,Chicago,United States,North America,2012,$258M,"Pritzker Group Venture Capital, Accel, Hyde Park Venture Partners"
Gaussian Robotics,$1B,11/10/21,Hardware,Shanghai,China,Asia,2013,$325M,"BlueRun Ventures, Grand Flight Investment, Meituan Dianping"
GetYourGuide,$1B,5/16/19,Travel,Berlin,Germany,Europe,2009,$656M,"Spark Capital, Highland Europe, Sunstone Capital"
GlobalBees,$1B,12/28/21,E-commerce & direct-to-consumer,New Delhi,India,Asia,2021,$185M,"Chiratae Ventures, SoftBank Group, Trifecta Capital"
Ivalua,$1B,5/21/19,Fintech,Redwood City,United States,North America,2000,$134M,"Ardian, Tiger Global Management, KKR"
Juanpi,$1B,4/14/16,E-commerce & direct-to-consumer,Wuhan,China,Asia,2012,$136M,"Tiantu Capital, SAIF Partners China, Newsion Venture Capital"
Karat,$1B,10/13/21,Internet software & services,Seattle,United States,North America,2014,$169M,"8VC, Norwest Venture Partners, Tiger Global Management"
LEAD School,$1B,1/13/22,Edtech,Andheri,India,Asia,2012,$166M,"WestBridge Capital, GSV Ventures, Elevar Equity"
Nexthink,$1B,2/8/21,Data management & analytics,Prilly,Switzerland,Europe,2004,$346M,"Auriga, Galeo Ventures, Highland Europe"
People.ai,$1B,8/11/21,Internet software & services,San Francisco,United States,North America,2017,$200M,"GGV Capital, Lightspeed Venture Partners, ICONIQ Capital"
Pharmapacks,$1B,11/12/20,E-commerce & direct-to-consumer,Islandia,United States,North America,2010,$433M,The Carlyle Group
Rightway,$1B,3/30/21,Health,New York,United States,North America,2017,$130M,"Thrive Capital, Khosla Ventures, Tiger Global Management"
Sennder,$1B,1/14/21,"Supply chain, logistics, & delivery",Berlin,Germany,Europe,2015,$340M,"Accelm Scania Growth Capital, Lakestar"
Sisense,$1B,1/9/20,Data management & analytics,New York,United States,North America,2004,$274M,"Opus Capital, Genesis Partners, Battery Ventures"
Staffbase,$1B,3/15/22,Internet software & services,Chemnitz,Germany,Europe,2014,$307M,"Insight Partners, e.ventures, General Atlantic"
Sunbit,$1B,5/20/21,Fintech,Los Angeles,United States,North America,2016,$210M,"Zeev Ventures, Group11, Chicago Ventures"
TangoMe,$1B,3/20/14,Mobile & telecommunications,Mountain View,United States,North America,2009,$361M,"Draper Fisher Jurtson, Qualcomm Ventures, Alibaba Group"
The Bank of London,$1B,11/30/21,Fintech,London,United Kingdom,Europe,2018,$90M,"Mangrove Capital Partners,14W, ForgeLight"
Zego,$1B,3/9/21,Fintech,London,United Kingdom,Europe,2016,$202M,"LocalGlobe, Balderton Capital, Target Global"
Nxin,$1B,9/18/18,Internet software & services,Beijing,China,Asia,2015,$53M,"Beijing Juneng Hesheng Industry Investment Fund, Beijing Shuju Xinrong Fund"
Mamaearth,$1B,12/28/21,E-commerce & direct-to-consumer,Gurgaon,India,Asia,2016,$111M,"Fireside Ventures, Sequoia Capital India, Stellaris Venture Partners"
Radius Payment Solutions,$1B,11/27/17,Fintech,Crewe,United Kingdom,Europe,1990,$200M,Inflexion Private Equity
Rivigo,$1B,7/11/19,"Supply chain, logistics, & delivery",Gurgaon,India,Asia,2014,$247M,"SAIF Partners India, Warburg Pincus, Trifecta Capital Advisors"
Rubicon,$1B,8/25/17,Other,Atlanta,United States,North America,2008,$223M,"Goldman Sachs, Leonardo DiCaprio, Promecap"
Socar,$1B,10/16/20,Auto & transportation,Jeju-do,South Korea,Asia,2012,$408M,"Bain Capital, Altos Ventures, Songhyun Investment"
MobileCoin,$1B,7/7/21,Fintech,San Francisco,United States,North America,2018,$107M,"General Catalyst, Future Ventures, AU21"
Density,$1B,11/10/21,Hardware,San Francisco,United States,North America,2014,$217M,"Founders Fund, Upfront Ventures, 01 Advisors"
Instabase,$1B,10/21/19,Data management & analytics,San Francisco,United States,North America,2015,$132M,"New Enterprise Associates, Greylock Partners, Andreessen Horowitz"
Jiuxian,$1B,7/30/15,E-commerce & direct-to-consumer,Beijing,China,Asia,2009,$250M,"Sequoia Capital China, Rich Land Capital, Merrysunny Wealth"
Matrixport,$1B,6/1/21,Fintech,,Singapore,Asia,2019,$100M,"Dragonfly Captial, Qiming Venture Partners, DST Global"
Mixpanel,$1B,11/15/21,Internet software & services,San Francisco,United States,North America,2009,$277M,"Bain Capital Tech Opportunities, Andreessen Horowitz, Sequoia Capital"
Sendbird,$1B,4/6/21,Mobile & telecommunications,San Mateo,United States,North America,2013,$221M,"FundersClub, Y Combinator, Tiger Global Management"
OrCam Technologies,$1B,2/20/18,Artificial intelligence,Jerusalem,Israel,Asia,2010,$86M,"Intel Capital, Aviv Venture Capital"
Leap Motor,$1B,11/20/18,Auto & transportation,Hangzhou,China,Asia,2015,$1B,"Sequoia Capital China, Gopher Asset Management, Shanghai Electric Group"
1KMXC,$1B,8/30/21,Hardware,Hangzhou,China,Asia,2014,$86M,"Goldman Sachs Asset Management, SDP Investment, Alibaba Group"
58 Daojia,$1B,10/12/15,Internet software & services,Beijing,China,Asia,2014,$300M,"KKR, Alibaba Group, Ping An Insurance"
Agile Robots,$1B,9/9/21,Hardware,Munich,Germany,Europe,2018,$240M,"Hillhouse Capital Management, Sequoia Capital China, Linear Venture"
Aibee,$1B,4/13/21,Artificial intelligence,Beijing,China,Asia,2017,$273M,"Sequoia Capital China, Lenovo Capital and Incubator, Group GSR Ventures"
Aircall,$1B,6/23/21,Internet software & services,New York,United States,North America,2014,$226M,"Balderton Capital, Next World Capital, Draper Esprit"
Ajaib,$1B,10/4/21,Fintech,Jakarta,Indonesia,Asia,2018,$245M,"Softbank Ventures Asia, Alpha JWC Ventures, Insignia Ventures Partners"
Alto Pharmacy,$1B,1/30/20,Health,San Francisco,United States,North America,2015,$524M,"Jackson Square Ventures, Greenoaks Capital Management, Softbank Group"
Amagi,$1B,3/16/22,Internet software & services,Bengaluru,India,Asia,2008,$240M,"Mayfield, Accel, Norwest Venture Partners"
Amount,$1B,5/17/21,Fintech,Chicago,United States,North America,2019,$243M,"Invus Group, Hanaco Venture Capital, WestCap Group"
Amperity,$1B,7/13/21,Artificial intelligence,Seattle,United States,North America,2016,$187M,"Madrona Venture Group, Tiger Global Management, Madera Technology Partners"
Anyscale,$1B,12/7/21,Artificial Intelligence,Berkeley,United States,North America,2019,$160M,"Andreessen Horowitz, Intel Capital, Foundation Capital"
Aptos,$1B,3/15/22,Internet software & services,Palo Alto,United States,North America,2021,$200M,"Andreessen Horowitz, Coinbase Ventures, Tiger Global Management"
Aqua Security,$1B,3/10/21,Cybersecurity,Ramat Gan,Israel,Asia,2015,$265M,"TLV Partners, Lightspeed Venture Partners, M12"
Assembly,$1B,9/21/21,Internet software & services,Culver City,United States,North America,2019,Unknown,"Advent International, PSG, Providence Equity Partners"
Assent,$1B,1/6/22,"Supply chain, logistics, & delivery",Ottawa,Canada,North America,2010,$534M,"Vista Equity Partners, Warburg Pincus, First Ascent Ventures"
Augury,$1B,10/26/21,Artificial intelligence,New York,United States,North America,2011,$294M,"Lerer Hippeau, Munich Re Ventures, Eclipse Ventures"
Axelar,$1B,2/15/22,Internet software & services,Waterloo,Canada,North America,2020,$64M,"Lemniscap VC, North Island Ventures, Polychain Capital"
Axiom Space,$1B,2/16/21,Other,Houston,United States,North America,2016,$150M,"C5 Capital, Hemisphere Ventures, The Venture Collective"
Banma Network Technologies,$1B,9/13/18,Auto & transportation,Shanghai,China,Asia,2015,$697M,"Yunfeng Capital, SDIC Innovation Investment Management, Shang Qi Capital"
BeiBei,$1B,1/22/15,E-commerce & direct-to-consumer,Hangzhou,China,Asia,2011,$224M,"Banyan Capital, New Horizon Capital, IDG Capital Partners"
BenevolentAI,$1B,6/2/15,Artificial intelligence,London,United Kingdom,Europe,2013,$292M,Woodford Investment Management
Berlin Brands Group,$1B,9/1/21,E-commerce & direct-to-consumer,Berlin,Germany,Europe,2005,$800M,"Ardian, Bain Capital"
Betterfly,$1B,2/1/22,Artificial intelligence,Santiago,Chile,South America,2018,$205M,"QED Investors, DST Global, Endeavor"
BitFury,$1B,11/6/18,Hardware,Amsterdam,Netherlands,Europe,2011,$170M,"Georgian Co-Investment Fund, iTech Capital, Galaxy Digital"
BlackBuck,$1B,7/22/21,"Supply chain, logistics, & delivery",Bengaluru,India,Asia,2015,$352M,"Accel, Sands Capital, International Finance Corporation"
Bluecore,$1B,8/5/21,Artificial intelligence,New York,United States,North America,2013,$238M,"FirstMark Capital, Georgian Partners, Norwest Venture Partners"
BlueVoyant,$1B,2/23/22,Cybersecurity,New York,United States,North America,2017,$526M,"8VC, Liberty Strategic Capital, Eden Global Partners"
bolttech,$1B,7/1/21,Fintech,,Singapore,Asia,2018,$210M,"Mundi Ventures, Doqling Capital Partners, Activant Capital"
Boom Supersonic,$1B,12/16/20,Other,Englewood,United States,North America,2014,$241M,"WRVI Capital, Caffeinated Capital, Y Combinator"
Bringg,$1B,6/16/21,"Supply chain, logistics, & delivery",Tel Aviv,Israel,Asia,2013,$185M,"Salesforce Ventures, next47, Pereg Ventures"
C2FO,$1B,8/7/19,Fintech,Leawood,United States,North America,2008,$538M,"Union Square Ventures, Summerhill Venture Partners, Mithril Capital Management"
Cadence,$1B,12/14/21,Health,New York,United States,North America,2020,$141M,"Thrive Capital, General Catalyst, Coatue Management"
CAIS,$1B,1/11/22,Fintech,New York,United States,North America,2009,$406M,"Franklin Templeton, Motive Partners, Apollo Global Management"
Cameo,$1B,3/30/21,Internet software & services,Chicago,United States,North America,2016,$165M,"Lightspeed Venture Partners, Kleiner Perkins Caufield & Byers, Origin Ventures"
Capsule,$1B,4/28/21,Health,New York,United States,North America,2016,$570M,"Thrive Capital, Durable Capital Partners, G Squared"
CargoX,$1B,10/21/21,"Supply chain, logistics, & delivery",Sao Paulo,Brazil,South America,2015,$390M,"Valor Capital Group, Lightrock, Softbank Group"
Carro,$1B,6/14/21,E-commerce & direct-to-consumer,,Singapore,Asia,2015,$595M,"SingTel Innov8, Alpha JWC Ventures, Golden Gate Ventures"
Carson Group,$1B,7/14/21,Fintech,Lincoln,United States,North America,2012,Unknown,Bain Capital
CHEQ,$1B,2/22/22,Cybersecurity,New York,United States,North America,2014,$182M,"Battery Ventures, Tiger Global Management, Hanaco Ventures"
Chronosphere,$1B,10/7/21,Data management & analytics,New York,United States,North America,2019,$254M,"Greylock Partners, Lux Capital, General Atlantic"
Cider,$1B,9/2/21,E-commerce & direct-to-consumer,,Hong Kong,Asia,2020,$140M,"Andreessen Horowitz, DST Global, IDG Capital"
Clara,$1B,12/6/21,Fintech,Mexico City,Mexico,North America,2020,$109M,"DST Global, General Catalyst, Monashees+"
Clearcover,$1B,4/13/21,Fintech,Chicago,United States,North America,2016,$305M,"American Family Ventures, Cox Enterprises, OMERS Ventures"
CommerceIQ,$1B,3/21/22,Artificial Intelligence,Palo Alto,United States,North America,2012,$196M,"Trinity Ventures, Madrona Venture Group, Shasta Ventures"
Contrast Security,$1B,11/9/21,Cybersecurity,Los Altos,United States,North America,2014,$269M,"Acero Capital, General Catalyst, M12"
Darwinbox,$1B,1/25/22,Internet software & services,Hyderabad,India,Asia,2015,$107M,"Lightspeed India Partners, Sequoia Capital India, Endiya Partners"
Dental Monitoring,$1B,10/21/21,Health,Paris,France,Europe,2014,$232M,"Vitruvian Partners, Merieux Equity Partners, Straumann"
DianRong,$1B,8/2/17,E-commerce & direct-to-consumer,Shanghai,China,Asia,2012,$549M,"Standard Chartered, FinSight Ventures, Affirma Capital"
Drata,$1B,11/8/21,Cybersecurity,San Diego,United States,North America,2020,$128M,"Cowboy Ventures, Leaders Fund, GGV Capital"
DriveNets,$1B,1/27/21,Internet software & services,Ra'anana,Israel,Asia,2015,$325M,"Bessemer Venture Partners, Pitango Venture Capital, D1 Capital Partners"
Dune Analytics,$1B,2/2/22,Data management & analytics,Oslo,Norway,Europe,2018,$79M,"Multicoin Capital, Coatue Management, Dragonfly Capital Partners"
Dxy.cn,$1B,4/10/18,Health,Hangzhou,China,Asia,2000,$682M,"Tencent Holdings, DCM Ventures"
EBANX,$1B,10/16/19,Fintech,Curitiba,Brazil,South America,2012,$460M,"FTV Capital, Endeavor"
EcoFlow,$1B,6/10/21,Hardware,Shenzhen,China,Asia,2017,$105M,"Delian Capital, China International Capital Corporation, Sequoia Capital China"
Electric,$1B,3/29/22,Cybersecurity,New York,United States,North America,2016,$209M,"Primary Venture Partners, Bessemer Venture Partners, Harmonic Growth Partners"
Emerging Markets Property Group,$1B,4/28/20,Other,Dubai,United Arab Emirates,Asia,2015,$279M,"OLX Group, KCK Group, EXOR Seeds"
Esusu,$1B,1/27/22,Fintech,New York,United States,North America,2015,$145M,"Next Play Ventures, Zeal Capital Partners, SoftBank Group"
Evidation,$1B,3/22/21,Health,San Mateo,United States,North America,2012,$259M,"B Capital Group,, GE Ventures, McKesson Ventures"
Expel,$1B,11/18/21,Cybersecurity,Herndon,United States,North America,2016,$258M,"Paladin Capital Group, Greycroft, Scale Venture Partners"
Fabric,$1B,10/26/21,"Supply chain, logistics, & delivery",New York,United States,North America,2015,$294M,"Innovation Endeavors, Aleph, Temasek"
Feedzai,$1B,3/24/21,Artificial intelligence,San Mateo,United States,North America,2009,$277M,"Global Founders Capital, Shea Ventures, Greycroft"
Fever Labs,$1B,1/26/22,Internet software & services,New York,United States,North America,2012,$299M,"Accel, 14W, GS Growth"
Fiture,$1B,4/14/21,Health,Chengdu,China,Asia,2019,$391M,"Bertelsmann Asia Investments, Sequoia Capital China, NIO Capital"
FLASH,$1B,3/16/22,Fintech,Austin,United States,North America,2011,$314M,"L Catterton, Trellis Partners, Vista Equity Partners"
Flash Express,$1B,2/1/21,"Supply chain, logistics, & delivery",Bangkok,Thailand,Asia,2017,$350M,"SCB 10X, Krungsri Finnovate, eWTP Capital"
FlashEx,$1B,8/27/18,"Supply chain, logistics, & delivery",Beijing,China,Asia,2014,$359M,"Prometheus Capital, Matrix Partners China, JD Capital Management"
Fractal Analytics,$1B,1/5/22,Data management & analytics,Mumbai,India,Asia,2000,$685M,"TPG Capital, Apax Partners, TA Associates"
Freshbooks,$1B,8/10/21,Fintech,Toronto,Canada,North America,2004,$156M,"Accomplice, Oak Investment Partners, Georgian Partners"
FXiaoKe,$1B,7/2/15,Mobile & telecommunications,Beijing,China,Asia,2011,$283M,"IDG Capital, Northern Light Venture Capital, DCM Ventures"
Gauntlet Networks,$1B,3/7/22,Fintech,New York,United States,North America,2018,$45M,"Polychain Capital, Paradigm, Ribbit Capital"
Geek+,$1B,11/21/18,Hardware,Beijing,China,Asia,2015,$439M,"Volcanics Ventures, Vertex Ventures China, Warburg Pincus"
Gelato,$1B,8/16/21,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2007,$269M,"Greylock Partners, Google Ventures, BlackRock"
Glia,$1B,3/21/22,Fintech,New York,United States,North America,2012,$152M,"Wildcat Capital Management, Insight Partners, Tola Capital"
GO1,$1B,7/19/21,Internet software & services,Brisbane,Australia,Oceania,2015,$284M,"Y Combinator, M12, SEEK"
Groq,$1B,4/14/21,Artificial intelligence,Mountain View,United States,North America,2016,$362M,"TDK Ventures, Social Capital, D1 Capital Partners"
Hailo,$1B,10/12/21,Artificial intelligence,Tel Aviv,Israel,Asia,2017,$221M,"Glory Ventures, Maniv Mobility"
Haomao.AI,$1B,12/22/21,Artificial Intelligence,Beijing,China,Asia,2019,$157M,"Qualcomm Ventures, Nine Intelligence Capital, Hillhouse Capital Management"
Hasura,$1B,2/22/22,Internet software & services,Bengaluru,India,Asia,2017,$137M,"Nexus Venture Partners, Vertex Ventures, STRIVE"
HAYDON,$1B,9/24/21,Consumer & retail,Shanghai,China,Asia,2020,$100M,"Tencent Holdings, Hillhouse Capital Management"
Heyday,$1B,11/16/21,E-commerce & direct-to-consumer,Chicago,United States,North America,2017,$800M,"Khosla Ventures,General Catalyst, Victory Park Capital"
HMD Global,$1B,5/21/18,Mobile & telecommunications,Espoo,Finland,Europe,2016,$330M,Ginko Ventures
Hotmart,$1B,3/17/20,E-commerce & direct-to-consumer,Amsterdam,Netherlands,Europe,2011,$127M,"Technology Crossover Ventures, Alkeon Capital Management, General Atlantic"
Huike Group,$1B,5/24/18,Edtech,Beijing,China,Asia,2010,$302M,"Fosun RZ Capital, Oceanwide Holdings, Shenzhen Qianhe Capital Management Co."
Human Interest,$1B,8/4/21,Fintech,San Francisco,United States,North America,2015,$337M,"Wing Venture Capital, Slow Ventures, Uncork Capital"
Ibotta,$1B,8/6/19,Fintech,Denver,United States,North America,2011,$93M,"Koch Disruptive Technologies, Teamworthy Ventures, GGV Capital"
iCarbonX,$1B,4/12/16,Artificial intelligence,Shenzhen,China,Asia,2015,$200M,"Tencent, Vcanbio"
iFood,$1B,11/13/18,"Supply chain, logistics, & delivery",Osasco,Brazil,South America,2011,$592M,"Movile, Just Eat, Naspers"
InFarm,$1B,12/16/21,Other,Berlin,Germany,Europe,2013,$600M,"Atomico, Hanaco Venture Capital, TriplePoint Capital"
Infobip,$1B,7/30/20,Mobile & telecommunications,Vodnjan,Croatia,Europe,2006,$200M,One Equity Partners
Injective Protocol,$1B,4/20/21,Fintech,New York,United States,North America,2018,$17M,"Pantera Capital, Cadenza Ventures, BlockTower Capital"
Intellifusion,$1B,3/22/19,Artificial intelligence,Shenzhen,China,Asia,2014,$173M,"BOC International, TopoScend Capital, Hongxiu VC"
Interos,$1B,7/22/21,Fintech,Arlington,United States,North America,2005,$135M,"Kleiner Perkins Caufield & Byers, NightDragon Security, Venrock"
Iodine Software,$1B,12/1/21,Data management & analytics,Austin,United States,North America,2010,Unknown,"Advent International, Bain Capital Ventures, Silversmith Capital Partners"
JoyTunes,$1B,6/21/21,Edtech,Tel Aviv,Israel,Asia,2011,$92M,"Genesis Partners, Aleph, Insight Partners"
Kendra Scott,$1B,12/21/16,Consumer & retail,Austin,United States,North America,2002,Unknown,"Berkshire Partners, Norwest Venture Partners"
Kitopi,$1B,7/1/21,"Supply chain, logistics, & delivery",Dubai,United Arab Emirates,Asia,2018,$504M,"CE-Ventures, BECO Capital, Nordstar"
KnowBox,$1B,5/30/19,Edtech,Beijing,China,Asia,2014,$306M,"TAL Education Group, Legend Star, Alibaba Group"
Kopi Kenangan,$1B,12/27/21,Consumer & retail,Jakarta,Indonesia,Asia,2017,$333M,"Horizons Ventures, Sequoia Capital India, Alpha JWC Ventures"
Lamabang,$1B,3/6/15,E-commerce & direct-to-consumer,Shenzhen,China,Asia,2011,$130M,"5Y Capital, Matrix Partners China, K2VC"
LayerZero Labs,$1B,3/30/22,Internet software & services,New York,United States,North America,2021,$143M,"Andreessen Horowitz, FTX Ventures, Tiger Global Management"
Lessen,$1B,11/30/21,Internet software & services,Scottsdale,United States,North America,2019,$205M,"Khosla Ventures, General Catalyst, Navitas Capital"
LetsGetChecked,$1B,6/7/21,Health,Dublin,Ireland,Europe,2015,$263M,"Optum Ventures, Qiming Venture Partners, Transformation Capital"
Licious,$1B,10/5/21,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,$489M,"3one4 Capital Partners, Bertelsmann India Investments, Vertex Ventures SE Asia"
LinkDoc Technology,$1B,7/5/18,Health,Beijing,China,Asia,2014,$253M,"China Investment Corporation, New Enterprise Associates"
Locus Robotics,$1B,2/17/21,Hardware,Wilmington,United States,North America,2014,$299M,"Scale Venture Partners, Bond, Tiger Global Management"
Lookout,$1B,10/10/13,Cybersecurity,San Francisco,United States,North America,2007,$282M,"Accel Partners, Greylock Partners, Lowercase Capital"
Lydia,$1B,12/8/21,Fintech,Paris,France,Europe,2011,$263M,"NewAlpha, XAnge Private Equity, Tencent Holdings"
MadeiraMadeira,$1B,1/7/21,E-commerce & direct-to-consumer,Parana,Brazil,South America,2009,$336M,"Flybridge Capital Partners, SoftBank Group, Monashees+"
Maimai,$1B,11/15/17,Mobile & telecommunications,Beijing,China,Asia,2013,$300M,"Morningside Venture Capital, IDG Capital, DCM Ventures"
Mammoth Biosciences,$1B,9/9/21,Health,Brisbane,United States,North America,2017,$265M,"NFX, Plum Alley, Mayfield"
Masterworks,$1B,10/5/21,Fintech,New York,United States,North America,2017,$110M,"Left Lane Capital, Galaxy Interactive, Tru Arrow Partners"
Maven Clinic,$1B,8/17/21,Health,New York,United States,North America,2014,$202M,"Female Founders Fund, Oak HC/FT Partners, Sequoia Capital"
MediaMath,$1B,7/10/18,Internet software & services,New York,United States,North America,2007,$325M,"Silicon Valley Bank, QED Investors, European Founders Fund"
Meero,$1B,6/18/19,Artificial intelligence,Paris,France,Europe,2016,$293M,"Aglae Ventures, Global Founders Capital, Alven Capital"
Mensa Brands,$1B,11/16/21,Other,Bengaluru,India,Asia,2021,$218M,"Accel, Falcon Edge Capital, Norwest Venture Partners"
Mia.com,$1B,9/8/15,E-commerce & direct-to-consumer,Beijing,China,Asia,2011,$232M,"Sequoia Capital China, ZhenFund, K2 Ventures"
Minio,$1B,1/26/22,Data management & analytics,Palo Alto,United States,North America,2014,$126M,"General Catalyst, Nexus Venture Partners, Dell Technologies Capital"
Mobvoi,$1B,4/6/17,Consumer & retail,Beijing,China,Asia,2012,$252M,"Sequoia Capital China, SIG Asia Investments, ZhenFund"
Moka,$1B,11/2/21,Internet software & services,Beijing,China,Asia,2015,$144M,"GGV Capital, GSR Ventures, FreesFund"
Momenta,$1B,10/17/18,Artificial intelligence,Beijing,China,Asia,2016,$1B,"Sinovation Ventures, Tencent Holdings, Sequoia Capital China"
Morning Consult,$1B,6/8/21,Internet software & services,Washington DC,United States,North America,2014,$91M,"Advance Venture Partners, Susquehanna Growth Equity, Lupa Systems"
Movile,$1B,7/12/18,Mobile & telecommunications,Sao Paulo,Brazil,South America,1998,$588M,"Innova Capital - FIP, 3G Capital Management, Prosus Ventures"
Mux,$1B,4/30/21,Internet software & services,San Francisco,United States,North America,2015,$174M,"Accel, Cobalt Capital, Andreessen Horowitz"
Nature's Fynd,$1B,7/19/21,Other,Chicago,United States,North America,2012,$463M,"Danone Manifesto Ventures, 1955 Capital, Breakthrough Energy Ventures"
Newlink Group,$1B,7/10/20,E-commerce & direct-to-consumer,Beijing,China,Asia,2016,$655M,"JOY Capital, NIO Capital, Blueflame Capital"
News Break,$1B,1/7/21,Internet software & services,Mountain View,United States,North America,2015,$151M,"IDG Capital, Francisco Partners, ZhenFund"
Newsela,$1B,2/25/21,Internet software & services,New York,United States,North America,2013,$172M,"Owl Ventures, Technology Crossover Ventures, Tao Capital Partners"
NIUM,$1B,7/13/21,Fintech,,Singapore,Asia,2014,$285M,"Vertex Ventures SE Asia, Global Founders Capital, Visa Ventures"
NoBroker,$1B,11/23/21,Internet software & services,Bengaluru,India,Asia,2014,$424M,"General Atlantic, Elevation Capital, BEENEXT"
Noname Security,$1B,12/15/21,Cybersecurity,Palo Alto,United States,North America,2020,$220M,"Insight Partners, Lightspeed Venture Partners, CyberStarts"
Numbrs,$1B,8/22/19,Fintech,Zurich,Switzerland,Europe,1999,$105M,"Investment Corporation of Dubai, Centralway"
Omada Health,$1B,2/23/22,Health,San Francisco,United States,North America,2011,$449M,"U.S. Venture Partners, dRx Capital, Andreessen Horowitz"
Omio,$1B,10/23/18,Travel,Berlin,Germany,Europe,2013,$396M,"Lakestar, Battery Ventures, New Enterprise Associates"
ONE,$1B,12/8/21,Internet software & services,,Singapore,Asia,2011,$515M,"Temasek, Guggenheim Investments, Qatar Investment Authority"
OpenWeb,$1B,11/9/21,Internet software & services,New York,United States,North America,2012,$223M,"Insight Partners, AltaIR Capital, Norma Investments"
Orbbec Technology,$1B,5/21/18,Hardware,Shenzhen,China,Asia,2013,$200M,"R-Z Capital, Green Pine Capital Partners, SAIF Partners China"
Orca Bio,$1B,6/17/20,Health,Menlo Park,United States,North America,2016,$192M,"Lightspeed Venture Partners, Data Collective, 8VC"
Orchard,$1B,9/9/21,Fintech,New York,United States,North America,2017,$252M,"Accomplice, Juxtapose, FirstMark Capital"
Owkin,$1B,11/18/21,Artificial Intelligence,New York,United States,North America,2016,$254M,"Google Ventures, Cathay Innovation, NJF Capital"
PandaDoc,$1B,9/22/21,Internet software & services,San Francisco,United States,North America,2016,$51M,"Rembrandt Venture Partners, M12, Altos Ventures"
Pat McGrath Labs,$1B,7/16/18,Consumer & retail,New York,United States,North America,2016,$60M,"One Luxury Group, Eurazeo"
PatSnap,$1B,3/16/21,Internet software & services,,Singapore,Asia,2007,$352M,"Sequoia Capital China, Shunwei Capital Partners, Qualgro"
Payhawk,$1B,2/14/22,Fintech,London,United Kingdom,Europe,2018,$239M,"Earlybird Venture Capital, Eleven Ventures, QED Investors"
Pentera,$1B,1/11/22,Cybersecurity,Petah Tikva,Israel,Asia,2015,$190M,"AWZ Ventures, Blackstone, Insight Partners"
Pet Circle,$1B,12/6/21,E-commerce & direct-to-consumer,Alexandria,Australia,Oceania,2011,$125M,"Prysm Capital, Baillie Gifford & Co., TDM Growth Partners"
PicsArt,$1B,8/26/21,Mobile & telecommunications,San Francisco,United States,North America,2011,$195M,"Sequoia Capital, DCM Ventures, Insight Partners"
