,name,gp,min,pts,fgm,fga,fg,3p_made,3pa,3p,ftm,fta,ft,oreb,dreb,reb,ast,stl,blk,tov,target_5yrs
690,Ish Smith,43,10.3,2.3,1,2.7,37.4,0.1,0.2,30,0.3,0.5,57.1,0.2,0.9,1.1,1.8,0.4,0.1,0.8,1
691,Lazar Hayward,42,10,3.8,1.3,3.7,35.7,0.4,1.4,28.3,0.8,1,78.6,0.5,1.1,1.7,0.7,0.3,0.2,0.5,0
692,Jeremy Evans,49,9.4,3.6,1.6,2.3,66.1,0,0,0,0.5,0.8,70.3,0.7,1.2,2,0.5,0.3,0.3,0.4,1
693,Cole Aldrich,18,7.9,1,0.4,0.8,53.3,0,0,0,0.1,0.2,50,0.7,1.2,1.9,0.2,0.3,0.4,0.4,1
694,Armon Johnson,38,7.3,2.9,1.2,2.7,45.5,0.1,0.3,41.7,0.3,0.6,59.1,0.3,0.7,0.9,1.2,0.1,0,1,0
695,Mustafa Shakur,22,7.2,2.3,1,2.7,35.6,0,0.5,10,0.4,0.7,53.3,0.3,0.7,1,1.1,0.2,0.1,0.8,0
696,Derrick Caracter,41,5.2,2,0.8,1.6,48.5,0,0,0,0.4,0.6,73.9,0.5,0.6,1,0.2,0.1,0.2,0.5,0
697,Tyreke Evans,72,37.2,20.1,7.4,16.2,45.8,0.5,2,25.5,4.8,6.5,74.8,0.9,4.4,5.3,5.8,1.5,0.4,3,1
698,Stephen Curry,80,36.2,17.5,6.6,14.3,46.2,2.1,4.8,43.7,2.2,2.5,88.5,0.6,3.9,4.5,5.9,1.9,0.2,3,1
699,Brandon Jennings,82,32.6,15.5,5.5,14.8,37.1,1.8,4.7,37.4,2.7,3.3,81.7,0.6,2.8,3.4,5.7,1.3,0.2,2.4,1
700,Denzel Valentine,22,10.6,2.5,0.8,3,27.7,0.5,1.9,26.2,0.3,0.4,87.5,0,1.6,1.6,0.5,0.3,0.1,0.4,0
701,Jonny Flynn,81,28.9,13.5,4.9,11.8,41.7,1,2.7,35.8,2.8,3.3,82.6,0.3,2.1,2.4,4.4,1,0,2.9,0
702,Darren Collison,76,27.8,12.4,4.9,10.4,47.7,0.6,1.5,40,1.9,2.3,85.1,0.5,2,2.5,5.7,1,0.1,2.7,1
703,Taj Gibson,82,26.9,9,3.8,7.7,49.4,0,0,0,1.4,2.1,64.6,2.8,4.7,7.5,0.9,0.6,1.3,1.4,1
704,Marcus Thornton,73,25.6,14.5,5.5,12.1,45.1,1.6,4.3,37.4,2,2.4,81.4,1,1.9,2.9,1.6,0.8,0.1,1,1
705,Wesley Matthews,82,24.7,9.4,3.3,6.9,48.3,0.8,2,38.2,2,2.4,82.9,0.6,1.7,2.3,1.5,0.8,0.2,1.1,1
706,Jrue Holiday,73,24.2,8,3.2,7.1,44.2,0.8,2.2,39,0.9,1.2,75.6,0.8,1.8,2.6,3.8,1.1,0.3,2.1,1
707,James Harden,76,22.9,9.9,3.1,7.6,40.3,1.2,3.3,37.5,2.6,3.2,80.8,0.6,2.6,3.2,1.8,1.1,0.3,1.4,1
708,Terrence Williams,78,22.6,8.4,3.3,8.3,40.1,0.4,1.3,31,1.3,1.8,71.5,0.6,3.9,4.5,2.9,0.6,0.1,1.6,0
709,Taurean Waller-Prince,20,10,3.4,1.2,3.1,39.3,0.4,1.2,29.2,0.6,0.7,85.7,0.2,1.8,2,0.7,0.3,0.3,0.7,0
710,DeMar DeRozan,77,21.6,8.6,3.3,6.6,49.8,0.1,0.2,25,1.9,2.5,76.3,0.9,2,2.9,0.7,0.6,0.2,0.8,1
711,Ty Lawson,65,20.3,8.3,3.1,6,51.5,0.5,1.3,41,1.6,2.2,75.7,0.6,1.3,1.9,3.1,0.7,0,1.3,1
712,Chase Budinger,74,20.1,8.9,3.4,7.6,44.1,1.2,3.4,36.9,0.9,1.2,77,0.5,2.5,3,1.2,0.5,0.1,0.7,1
713,Toney Douglas,56,19.4,8.6,3.2,7,45.8,1.2,3.1,38.9,1,1.2,80.9,0.7,1.2,1.9,2,0.8,0.1,1,1
714,DeJuan Blair,82,18.2,7.8,3.4,6,55.6,0,0,0,1.1,2,54.7,2.4,4,6.4,0.8,0.6,0.5,1.4,1
715,Wayne Ellington,76,18.2,6.6,2.5,5.9,42.4,0.8,2.1,39.5,0.8,0.9,87.1,0.4,1.7,2.1,1,0.3,0.1,1,1
716,Sam Young,80,16.5,7.4,2.8,6.2,45.1,0.1,0.7,19.6,1.7,2.2,77.7,1,1.6,2.5,0.7,0.4,0.3,1.2,0
717,Eric Maynor,81,15.7,4.7,1.9,4.5,41.8,0.3,0.9,31,0.6,0.9,72.2,0.3,1.3,1.6,3.3,0.5,0.1,1.1,1
718,A.J. Price,56,15.4,7.3,2.6,6.3,41,1.1,3.1,34.5,1.1,1.3,80,0.2,1.4,1.6,1.9,0.6,0.1,1.1,1
719,Karl-Anthony Towns,82,32,18.3,7.6,14.1,54.2,0.4,1.1,34.1,2.7,3.4,81.1,2.8,7.7,10.5,2,0.7,1.7,2.2,0
720,Jordan Hill,47,13.3,5.2,2.1,4.3,49.3,0,0,0,1,1.4,67.6,1.6,2.1,3.7,0.4,0.3,0.5,0.6,1
721,Austin Daye,69,13.3,5.1,2,4.3,46.4,0.4,1.4,30.5,0.7,0.8,82.1,0.5,2,2.5,0.5,0.4,0.4,0.7,1
722,Chris Hunter,60,13.1,4.5,1.8,3.6,50.2,0,0.1,0,0.9,1.2,75.4,0.9,1.9,2.8,0.6,0.2,0.6,0.5,0
723,Jon Brockman,52,12.6,2.8,1.1,2,53.4,0,0,0,0.7,1.2,59.7,2,2.1,4.1,0.4,0.3,0.1,0.4,0
724,Garrett Temple,27,12.4,5,1.6,3.7,43.6,0.5,1.4,35.1,1.3,1.9,70,0.2,0.9,1.1,0.8,0.5,0.2,1,1
725,Jodie Meeks,60,12,4.7,1.7,4.5,38.8,0.7,2.2,31.8,0.5,0.7,79.5,0.1,1.5,1.6,0.7,0.3,0.1,0.4,1
726,Dante Cunningham,63,11.2,3.9,1.7,3.4,49.5,0,0,0,0.5,0.8,64.6,0.9,1.7,2.5,0.2,0.4,0.3,0.2,1
727,DeMarre Carroll,71,11.2,2.9,1.2,3.1,39.6,0,0.1,0,0.5,0.7,62.3,0.7,1.4,2.1,0.5,0.4,0.1,0.3,1
728,Jeff Ayres,39,10.4,2.7,1.1,1.7,66.2,0,0,0,0.5,0.5,90,0.6,1.9,2.5,0,0.2,0.4,0.3,1
729,Jeff Teague,71,10.1,3.2,1.3,3.2,39.6,0.1,0.5,21.9,0.6,0.7,83.7,0.1,0.9,0.9,1.7,0.5,0.1,0.7,1
730,Derrick Brown,57,9.4,3.3,1.2,2.6,46.3,0,0.1,28.6,0.8,1.3,66.7,0.5,0.8,1.4,0.3,0.4,0.2,0.3,0
731,DaJuan Summers,44,9.2,3,1,3,35.4,0.3,1,35.7,0.6,0.9,71.1,0.3,0.7,1,0.4,0.2,0.2,0.4,0
732,Gerald Henderson,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1
733,Gerald Henderson,43,8.3,2.6,0.9,2.4,35.6,0.1,0.4,21.1,0.8,1.1,74.5,0.3,0.9,1.3,0.3,0.2,0.2,0.3,1
734,Earl Clark,51,7.5,2.7,1.1,3,37.1,0,0.1,40,0.5,0.7,72.2,0.4,0.9,1.2,0.4,0.1,0.3,0.5,1
735,Cedric Jackson,12,6.3,1.7,0.5,1.7,30,0.1,0.5,16.7,0.6,1,58.3,0.2,0.5,0.7,1.2,0.3,0.2,0.9,0
736,Marcus Landry,18,6.2,2.4,0.9,2.4,37.2,0.5,1.6,32.1,0.2,0.3,60,0.3,0.8,1.1,0,0.1,0.1,0.3,0
737,Jahlil Okafor,53,30,17.5,7.5,14.7,50.8,0,0.1,16.7,2.5,3.7,68.6,2.3,4.7,7,1.2,0.4,1.1,2.3,0
738,Lester Hudson,25,5.2,2.3,0.8,2.1,39.6,0.2,0.6,31.3,0.4,0.5,84.6,0.3,0.4,0.7,0.5,0.3,0.1,0.6,0
739,O.J. Mayo,82,38,18.5,6.9,15.6,43.8,1.8,4.6,38.4,3,3.4,87.9,0.7,3.1,3.8,3.2,1.1,0.2,2.8,1
740,Derrick Rose,81,37,16.8,7.1,14.9,47.5,0.2,0.9,22.2,2.4,3.1,78.8,1.2,2.7,3.9,6.3,0.8,0.2,2.5,1
741,Eric Gordon,78,34.3,16.1,5.3,11.6,45.6,1.7,4.3,38.9,3.8,4.5,85.4,0.6,2,2.6,2.8,1,0.5,2.1,1
742,Russell Westbrook,82,32.5,15.3,5.3,13.4,39.8,0.4,1.6,27.1,4.3,5.2,81.5,2.2,2.7,4.9,5.3,1.3,0.2,3.3,1
743,Mario Chalmers,82,32,10,3.4,8.1,42,1.4,3.8,36.7,1.8,2.4,76.7,0.5,2.3,2.8,4.9,1.9,0.1,2,1
744,Brook Lopez,82,30.5,13,5.5,10.3,53.1,0,0,0,2.1,2.6,79.3,2.7,5.4,8.1,1,0.5,1.8,1.8,1
745,Jason Thompson,82,28.1,11.1,4.3,8.7,49.7,0,0.1,0,2.4,3.5,69.2,2.9,4.5,7.4,1.1,0.6,0.7,1.8,1
746,D.J. Augustin,72,26.5,11.8,3.7,8.6,43,1.5,3.4,43.9,2.9,3.2,89.3,0.2,1.6,1.8,3.5,0.6,0,1.6,1
747,Justise Winslow,78,28.6,6.4,2.5,5.9,42.2,0.4,1.5,27.6,1,1.5,68.4,1,4.1,5.2,1.5,0.9,0.3,1.2,0
748,Kevin Love,81,25.3,11.1,3.9,8.5,45.9,0,0.2,10.5,3.3,4.1,78.9,3.4,5.7,9.1,1,0.4,0.6,1.5,1
749,Courtney Lee,77,25.2,8.4,3.2,7,45,1.1,2.6,40.4,1,1.2,83,0.2,2.1,2.3,1.2,1,0.2,0.9,1
750,Michael Beasley,81,24.8,13.9,5.6,11.8,47.2,0.4,1,40.7,2.3,3,77.2,1.4,4.1,5.4,1,0.5,0.5,1.5,1
751,Brandon Rush,75,24,8.1,3.2,7.7,42.3,1,2.8,37.3,0.6,0.9,69.7,0.5,2.7,3.1,0.9,0.5,0.5,1,1
752,Anthony Morrow,67,22.6,10.1,3.8,8,47.8,1.3,2.7,46.7,1.2,1.4,87,1.2,1.8,3,1.2,0.5,0.2,0.8,1
753,Greg Oden,61,21.5,8.9,3.2,5.8,56.4,0,0,0,2.4,3.7,63.7,2.8,4.2,7,0.5,0.4,1.1,1.4,0
754,Kyle Weaver,56,20.8,5.3,2,4.4,45.9,0.6,1.7,34.4,0.7,1,70.7,0.6,1.8,2.3,1.8,0.8,0.5,1.2,0
755,Ryan Anderson,66,19.9,7.4,2.4,6.2,39.3,1,2.9,36.5,1.5,1.8,84.5,1.6,3.1,4.7,0.8,0.7,0.3,0.9,1
756,Darrell Arthur,76,19.3,5.6,2.5,5.7,43.8,0,0,0,0.5,0.8,66.7,1.4,3.1,4.6,0.6,0.7,0.7,0.6,1
757,George Hill,77,16.5,5.7,1.9,4.8,40.3,0.3,0.9,32.9,1.5,1.9,78.1,0.4,1.7,2.1,1.8,0.6,0.3,1,1
758,Marreese Speights,79,16,7.7,3.2,6.4,50.2,0,0.1,25,1.3,1.7,77.3,1.6,2.2,3.7,0.4,0.3,0.7,0.6,1
759,JaVale McGee,75,15.2,6.5,2.5,5.2,49.4,0,0,0,1.4,2.2,66,1.6,2.3,3.9,0.3,0.4,1,0.8,1
760,Mike Taylor,51,15.1,5.7,2.2,5.2,41.2,0.3,0.8,32.5,1.1,1.6,69.1,0.4,1.3,1.7,2.1,0.7,0,1.4,0
761,DeAndre Jordan,53,14.5,4.3,1.8,2.8,63.3,0,0,0,0.8,2.1,38.5,1.4,3.1,4.5,0.2,0.2,1.1,0.8,1
762,Roy Hibbert,70,14.4,7.1,2.8,6,47.1,0,0,0,1.4,2.1,66.7,1.6,1.8,3.5,0.7,0.3,1.1,0.8,1
763,Bobby Brown,68,13.7,5.3,2.1,5.3,39.2,0.7,1.9,34.6,0.5,0.6,79.1,0.2,0.6,0.8,1.7,0.3,0,0.9,0
764,D'Angelo Russell,80,28.2,13.2,4.9,12,41,1.6,4.6,35.1,1.8,2.4,73.7,0.6,2.8,3.4,3.3,1.2,0.2,2.5,0
765,Chris Douglas-Roberts,44,13.3,4.9,1.8,4,46,0.1,0.3,25,1.2,1.4,82.3,0.3,0.8,1.1,1.2,0.3,0.2,0.7,1
766,Jerryd Bayless,53,12.4,4.3,1.3,3.6,36.5,0.1,0.5,25.9,1.6,1.9,80.6,0.2,0.9,1.1,1.5,0.3,0,1.1,1
767,Cory Alexander,59,12.1,4.7,1.7,4.2,41.6,0.3,0.8,34.8,1,1.4,69.9,0.7,1.2,1.9,0.7,0.3,0.5,0.9,1
768,Cory Alexander,60,9.3,2.8,1.1,2.6,40.6,0.4,1.1,39.4,0.3,0.4,64,0.2,0.6,0.7,2,0.5,0,1.1,1
769,Kosta Koufos,48,11.8,4.7,2,3.9,50.8,0,0,0,0.8,1.1,70.6,1,1.8,2.9,0.4,0.3,0.7,0.5,1
770,Rob Kurz,40,11.1,3.9,1.3,3.3,38.9,0.4,1,39.5,1,1.3,80,0.8,1.2,2,0.5,0.3,0.5,0.4,0
771,Anthony Tolliver,19,10.9,2.7,1,3.4,29.2,0.5,2.2,22,0.3,0.5,50,0.6,1.5,2.2,0.9,0.3,0.1,0.4,1
772,Devin Booker,76,27.7,13.8,4.8,11.4,42.3,1.3,3.8,34.3,2.8,3.4,84,0.4,2.1,2.5,2.6,0.6,0.3,2.1,0
773,Robin Lopez,60,10.2,3.1,1.2,2.3,51.8,0,0,0,0.8,1.1,69.1,0.9,1.1,2,0.1,0.2,0.7,0.5,1
774,Darnell Jackson,51,8.4,1.9,0.7,1.7,43,0,0,0,0.5,0.7,68.6,0.6,1.1,1.7,0.2,0.2,0.1,0.3,0
775,Sean Singletary,37,8.2,2.4,0.8,2.3,36.5,0.3,0.7,40,0.5,0.6,85.7,0.3,0.7,0.9,0.8,0.3,0,0.6,0
776,Kevin Durant,80,34.6,20.3,7.3,17.1,43,0.7,2.6,28.8,4.9,5.6,87.3,0.9,3.5,4.3,2.4,1,0.9,2.9,1
777,Jeff Green,80,28.2,10.5,4,9.4,42.7,0.3,1,27.6,2.2,3,74.4,1.3,3.5,4.7,1.5,0.6,0.6,2,1
778,Jamario Moon,78,27.8,8.5,3.6,7.4,48.5,0.5,1.6,32.8,0.8,1.1,74.1,1.2,5,6.2,1.2,1,1.4,0.7,1
779,Al Thornton,79,27.3,12.7,4.7,11,42.9,0.5,1.6,33.1,2.7,3.6,74.3,1.2,3.3,4.5,1.2,0.6,0.5,1.6,0
780,Mike Conley,53,26.1,9.4,3.6,8.3,42.8,0.6,1.7,33,1.7,2.3,73.2,0.4,2.2,2.6,4.2,0.8,0,1.7,1
781,Stanley Johnson,73,23.1,8.1,3.1,8.2,37.5,0.9,2.8,30.7,1.1,1.4,78.4,0.8,3.4,4.2,1.6,0.8,0.2,1.6,0
782,Daequan Cook,59,24.4,8.8,3.3,8.7,38.1,1.3,4,33.2,0.8,1,82.5,0.3,2.7,3,1.3,0.4,0.1,1.1,1
783,Corey Brewer,79,22.8,5.8,2.3,6.2,37.4,0.1,0.5,19.4,1.1,1.4,80,1,2.7,3.7,1.4,1,0.3,1.1,1
784,Thaddeus Young,74,21,8.2,3.6,6.6,53.9,0.1,0.3,31.6,1,1.4,73.8,1.6,2.6,4.2,0.8,1,0.1,0.9,1
785,Joakim Noah,74,20.7,6.6,2.4,5,48.2,0,0,0,1.8,2.6,69.1,2.4,3.3,5.6,1.1,0.9,0.9,1.2,1
786,Wilson Chandler,35,19.6,7.3,3,6.9,43.8,0.3,0.9,30,1,1.5,63,1.1,2.5,3.6,0.9,0.4,0.5,0.8,1
787,Rodney Stuckey,57,19,7.6,2.7,6.7,40.1,0.1,0.3,18.8,2.2,2.7,81.4,0.6,1.7,2.3,2.8,0.9,0.1,1.4,1
788,Jared Dudley,73,19,5.8,2.2,4.8,46.8,0.1,0.6,22,1.2,1.6,73.7,1.7,2.3,3.9,1.1,0.8,0.1,0.7,1
789,Sean Williams,73,17.5,5.6,2.2,4.2,53.8,0,0,0,1.1,1.8,60.9,1.6,2.8,4.4,0.4,0.4,1.4,1,0
790,Myles Turner,60,22.8,10.3,4.4,8.8,49.8,0.1,0.2,21.4,1.5,2,72.7,1.1,4.4,5.5,0.7,0.4,1.4,1.1,0
791,Carl Landry,42,16.9,8.1,3.2,5.2,61.6,0,0,0,1.7,2.6,66.1,2.3,2.6,4.9,0.5,0.4,0.2,0.6,1
792,Acie Law,56,15.4,4.2,1.7,4.2,40.1,0.1,0.6,20.6,0.7,0.9,79.2,0.2,0.8,1,2,0.5,0,1,0
793,Nick Young,75,15.4,7.5,2.8,6.4,43.9,0.5,1.3,40,1.3,1.7,81.5,0.3,1.2,1.5,0.8,0.5,0.1,1.3,1
794,Jason Smith,76,14.6,4.5,1.9,4.1,45.5,0.1,0.2,28.6,0.7,1.1,65.9,1,2,3,0.3,0.3,0.7,0.6,1
795,Glen Davis,69,13.6,4.5,1.6,3.2,48.4,0,0,0,1.4,2.2,66,1.4,1.6,3,0.4,0.5,0.3,0.9,1
796,Javaris Crittenton,50,13.6,5.6,2,4.7,42.1,0.2,0.7,27,1.4,2.1,69.2,0.5,1.7,2.2,1,0.4,0,1.1,0
797,Spencer Hawes,71,13.1,4.7,2.1,4.5,45.9,0.1,0.3,19,0.5,0.8,65.5,1,2.3,3.2,0.6,0.2,0.6,0.8,1
798,Arron Afflalo,75,12.9,3.7,1.3,3.2,41.1,0.1,0.6,20.8,0.9,1.2,78.2,0.5,1.3,1.8,0.7,0.4,0.1,0.5,1
799,Aaron Brooks,51,11.9,5.2,1.8,4.4,41.3,0.7,2.1,33,0.8,1,85.7,0.3,0.8,1.1,1.7,0.3,0.1,0.9,1
800,C.J. Watson,32,11.5,3.7,1.3,3.2,42.6,0.3,0.8,34.6,0.7,0.9,79.3,0.4,0.6,1,1.1,0.5,0,0.6,1
801,Julian Wright,57,11.2,3.9,1.6,3,53.3,0.2,0.4,41.7,0.6,0.9,63.5,0.6,1.5,2.1,0.7,0.5,0.2,0.6,0
802,Chris Richard,52,10.7,1.9,0.8,1.7,47.1,0,0,0,0.3,0.5,59.3,1,1.6,2.6,0.3,0.2,0.2,0.5,0
803,Nick Fazekas,26,10.3,4.1,1.8,3.2,56.1,0,0.1,0,0.6,0.8,68.2,1.3,2.1,3.4,0.4,0.3,0.4,0.5,0
804,Aaron Gray,61,10,4.3,1.7,3.3,50.5,0,0,0,0.9,1.6,56.6,1.1,1.6,2.8,0.7,0.3,0.3,0.9,1
805,Dominic McGuire,70,9.9,1.3,0.6,1.5,37.9,0,0.1,16.7,0.2,0.5,43.8,0.8,1.2,2,0.6,0.3,0.4,0.6,1
806,Brandan Wright,38,9.9,4,1.6,2.9,55.4,0,0,0,0.7,1.1,67.5,1,1.6,2.6,0.2,0.2,0.6,0.3,1
807,Jermareo Davidson,38,8.5,3.2,1.3,3.3,40.8,0,0,0,0.5,0.7,64.3,0.6,1.1,1.6,0.3,0.2,0.4,0.5,0
808,Mario West,64,4.2,0.9,0.3,0.8,42.9,0,0.1,0,0.3,0.4,65.4,0.4,0.3,0.8,0.2,0.2,0.1,0.1,0
809,Demetris Nichols,14,3.1,1.1,0.4,1.6,26.1,0.2,0.9,23.1,0,0,0,0,0.4,0.4,0.1,0,0.2,0.3,0
810,Willie Cauley-Stein,66,21.4,7,2.9,5.1,56.3,0,0,0,1.2,1.9,64.8,2,3.3,5.3,0.6,0.7,1,0.7,0
811,Brandon Roy,57,35.4,16.8,6.1,13.4,45.6,1,2.6,37.7,3.5,4.2,83.8,1,3.4,4.4,4,1.2,0.2,2,1
812,Adam Morrison,78,29.8,11.8,4.6,12.1,37.6,1.1,3.3,33.7,1.5,2.2,71,0.7,2.3,2.9,2.1,0.4,0.1,1.7,0
813,Rudy Gay,78,27,10.8,4.1,9.7,42.2,0.7,1.8,36.4,1.9,2.7,72.7,1.2,3.3,4.5,1.3,0.9,0.9,1.8,1
814,Rajon Rondo,78,23.5,6.4,2.4,5.8,41.8,0.1,0.4,20.7,1.5,2.4,64.7,0.9,2.8,3.7,3.8,1.6,0.1,1.8,1
815,Randy Foye,82,22.9,10.1,3.7,8.4,43.4,0.8,2.3,36.8,2,2.3,85.4,0.6,2.1,2.7,2.8,0.7,0.3,1.9,1
816,LaMarcus Aldridge,63,22.1,9,3.8,7.6,50.3,0,0,0,1.3,1.8,72.2,2.3,2.7,5,0.4,0.3,1.2,0.7,1
817,Tarence Kinsey,48,20.1,7.7,2.9,6.3,45.7,0.3,1,28.3,1.6,2,79.6,0.6,1.4,2,0.9,1.1,0,1,0
818,Josh Richardson,52,21.3,6.6,2.4,5.2,45.2,1,2.2,46.1,0.8,1.2,66.7,0.4,1.7,2.1,1.4,0.7,0.5,0.7,0
819,Craig Smith,82,18.7,7.4,3,5.6,53.1,0,0.1,0,1.4,2.3,62.4,1.8,3.3,5.1,0.6,0.6,0.2,0.9,1
820,Shelden Williams,81,18.7,5.5,2,4.5,45.5,0,0,50,1.4,1.8,76.4,1.6,3.8,5.4,0.5,0.6,0.5,1.2,1
821,Paul Millsap,82,18,6.8,2.5,4.9,52.5,0,0,33.3,1.7,2.5,67.3,2.2,2.9,5.2,0.8,0.8,0.9,1.1,1
822,Rodney Carney,67,17.4,6.6,2.7,5.9,46.4,0.4,1.1,34.7,0.8,1.3,60.9,0.6,1.3,1.9,0.4,0.6,0.3,0.6,1
823,Marcus Williams,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,0
824,Marcus Williams,79,16.6,6.8,2.6,6.7,39.5,0.6,2.1,28.2,0.9,1.1,84.7,0.4,1.7,2.1,3.3,0.4,0,1.8,0
825,Daniel Gibson,60,16.5,4.6,1.6,3.9,42.4,0.9,2.1,41.9,0.5,0.7,71.8,0.5,1.1,1.5,1.2,0.4,0.1,0.7,1
826,Renaldo Balkman,68,15.6,4.9,2,4,50.5,0.1,0.4,18.5,0.8,1.3,56.7,1.4,2.9,4.3,0.6,0.8,0.7,0.7,1
827,Rondae Hollis-Jefferson,29,21.2,5.8,2.2,4.8,45.7,0.1,0.5,28.6,1.3,1.8,71.2,1.3,4,5.3,1.5,1.3,0.6,0.9,0
828,Jordan Farmar,72,15.1,4.4,1.7,4.1,42.2,0.6,1.9,32.8,0.4,0.5,71.1,0.3,1.3,1.7,1.9,0.6,0.1,1,1
829,Allan Ray,47,15.1,6.2,2.1,5.5,38.6,1,2.5,41.4,0.9,1.2,76.4,0.4,1.1,1.5,0.9,0.4,0.1,0.9,0
830,Mardy Collins,52,14.9,4.5,1.7,4.4,38.2,0.3,0.9,27.7,0.9,1.6,58.5,0.5,1.5,2,1.6,0.6,0.1,1.1,0
831,J.J. Redick,42,14.8,6,1.9,4.6,41,0.9,2.3,38.8,1.3,1.4,90,0.2,1,1.2,0.9,0.3,0,0.5,1
832,Tyrus Thomas,72,13.4,5.2,1.9,3.9,47.5,0,0,0,1.5,2.4,60.6,1.2,2.5,3.7,0.6,0.6,1.1,1.3,1
833,Alexander Johnson,59,12.8,4.4,1.5,2.9,53.8,0,0,0,1.3,2,66.1,0.8,2.2,3.1,0.3,0.4,0.6,0.8,0
834,Cedric Simmons,43,12.4,2.9,1.3,3.1,41.7,0,0,0,0.4,0.8,48.5,1,1.5,2.5,0.3,0.2,0.5,0.5,0
835,Frank Kaminsky,81,21.1,7.5,2.7,6.5,41,0.8,2.5,33.7,1.3,1.8,73,0.9,3.3,4.1,1.2,0.5,0.5,0.7,0
836,Shawne Williams,46,12.1,3.9,1.6,3.5,46.9,0.4,1.1,36.5,0.2,0.4,55,0.7,1.1,1.8,0.5,0.1,0.2,0.5,1
837,Ronnie Brewer,56,12.1,4.6,1.8,3.4,52.8,0,0.2,0,1,1.5,67.5,0.7,0.7,1.3,0.4,0.7,0.1,0.4,1
838,David Noel,68,11.6,2.7,1,2.6,36.7,0.3,0.8,32.1,0.5,0.6,86,0.6,1.2,1.8,1,0.4,0.1,0.6,0
839,Solomon Jones,58,11.5,3.3,1.1,2.2,50.8,0,0,0,1,1.3,78.7,0.8,1.5,2.3,0.2,0.2,0.7,0.4,1
840,Leon Powe,63,11.4,4.2,1.3,2.8,44.6,0,0,0,1.7,2.3,73.6,1.5,1.9,3.4,0.2,0.2,0.3,0.8,1
841,Hilton Armstrong,56,11.3,3.1,1.2,2.2,54.4,0,0,0,0.7,1.2,59.7,1,1.6,2.7,0.2,0.2,0.5,0.6,1
842,Josh Boone,61,11,4.2,1.6,2.8,57.9,0,0,0,0.9,1.7,54.4,1,1.8,2.9,0.2,0.2,0.3,0.5,0
843,Lynn Greer,41,10.5,4.1,1.5,3.4,43.3,0.4,1.3,34.6,0.7,0.8,84.4,0,0.6,0.7,1.3,0.4,0,0.4,0
844,Chris Quinn,42,9.7,3.4,1.1,3.1,36.6,0.5,1.4,35.1,0.6,0.9,67.6,0.1,0.6,0.7,1.5,0.4,0,0.5,1
845,Anthony Brown,29,20.7,4,1.3,4.3,31,0.7,2.4,28.6,0.6,0.7,85,0.3,2.1,2.4,0.7,0.5,0.2,0.5,0
846,Quincy Douby,42,8.5,2.8,1.1,3,38.1,0.3,1.2,24,0.3,0.4,73.3,0.3,0.6,0.9,0.4,0.4,0.1,0.4,0
847,Hassan Adams,61,8.1,2.9,1.2,2.2,55.6,0,0,0,0.4,0.6,66.7,0.6,0.7,1.3,0.2,0.3,0.1,0.4,0
848,Bobby Jones,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,1
849,Bobby Jones,44,7.6,2.5,1,2.1,46.2,0,0.2,11.1,0.5,0.9,56.1,0.5,0.8,1.3,0.4,0.3,0,0.4,0
850,Andre Brown,38,7.1,2.4,1.1,1.9,56.8,0,0,0,0.2,0.4,60,0.7,1.3,1.9,0.1,0.2,0.1,0.8,0
851,Steve Novak,35,5.5,1.5,0.5,1.4,36,0.4,1.1,33.3,0.1,0.1,100,0.1,0.6,0.7,0.2,0.1,0,0.1,1
852,Chris Paul,78,36,16.1,5.2,12.1,43,0.6,2.3,28.2,5.1,6,84.7,0.8,4.3,5.1,7.8,2.2,0.1,2.4,1
853,Raymond Felton,80,30.1,11.9,4.3,11,39.1,1.2,3.4,35.8,2,2.8,72.5,1,2.4,3.3,5.6,1.3,0.1,2.3,1
854,Charlie Villanueva,81,29.1,13,5.4,11.6,46.3,0.9,2.6,32.7,1.4,2,70.6,2.2,4.2,6.4,1.1,0.7,0.8,1.2,1
855,Luther Head,80,28.9,8.8,3.2,7.9,40.3,1.4,3.9,36.1,1.1,1.5,69.9,0.4,2.9,3.3,2.7,1.1,0.1,1.5,1
856,Deron Williams,80,28.8,10.8,4.2,10.1,42.1,1.1,2.7,41.6,1.2,1.7,70.4,0.4,2,2.4,4.5,0.8,0.2,1.8,1
857,Larry Nance Jr.,63,20.1,5.5,2.5,4.8,52.7,0,0.2,10,0.5,0.7,68.1,1.6,3.3,5,0.7,0.9,0.4,0.7,0
858,Marvin Williams,79,24.7,8.5,3,6.7,44.3,0.2,0.7,24.5,2.4,3.2,74.7,1.5,3.3,4.8,0.8,0.6,0.3,1.1,1
859,Channing Frye,65,24.2,12.3,4.7,9.8,47.7,0,0.1,33.3,2.9,3.5,82.5,2.1,3.6,5.8,0.8,0.5,0.7,1.5,1
860,Danny Granger,78,22.6,7.5,2.8,6.1,46.2,0.4,1.2,32.3,1.5,1.9,77.7,1.7,3.2,4.9,1.2,0.7,0.8,1,1
