fg,3p,ft,reb,ast,stl,blk,tov,target_5yrs,total_points,efficiency
38.2,28.6,57.1,0.7,0.4,0.2,0.3,0.5,1,63.0,11.454545454545455
55.1,0.0,56.5,1.2,0.3,0.0,0.3,1.1,0,112.0,21.96078431372549
42.6,39.5,79.7,4.0,9.3,1.4,0.3,3.8,1,1330.0,32.51833740831296
47.6,32.8,74.9,4.6,3.5,1.0,0.4,1.6,1,1230.0,31.377551020408163
41.4,31.8,74.7,3.7,3.9,1.1,1.1,3.5,1,1382.3999999999999,36.864
45.8,35.7,77.3,8.7,1.0,1.0,1.6,1.7,1,1254.6000000000001,36.470930232558146
45.7,0.0,73.2,7.4,1.4,0.6,0.7,2.0,1,1024.1000000000001,32.10344827586207
41.2,36.8,78.2,2.5,6.1,1.1,0.0,2.4,0,864.0,27.870967741935484
48.5,0.0,68.3,7.5,1.0,0.7,1.5,2.0,1,1018.4,33.946666666666665
49.1,28.6,70.5,6.3,1.8,1.1,1.6,1.4,1,832.0,28.989547038327526
48.7,32.9,65.0,4.7,1.3,0.7,0.8,1.6,1,656.5,23.87272727272727
47.4,41.6,81.0,2.1,2.9,1.2,0.3,1.5,1,797.9,33.24583333333333
44.1,30.0,67.1,3.4,1.1,0.9,0.2,1.4,1,684.8,29.77391304347826
50.1,0.0,66.3,5.9,0.6,0.6,0.5,1.3,1,666.0,29.732142857142858
48.0,0.0,65.1,5.6,0.6,0.4,0.2,1.1,0,340.2,16.676470588235293
44.2,0.0,59.5,4.5,0.6,0.6,0.5,1.1,1,505.6,28.245810055865924
51.3,0.0,55.3,3.4,0.7,0.4,0.2,1.3,1,517.5,29.23728813559322
43.9,27.3,68.6,4.4,0.8,0.3,0.4,0.9,0,360.0,20.454545454545453
55.7,0.0,70.8,4.0,0.2,0.2,1.6,0.8,1,337.5,19.396551724137932
40.2,39.8,76.7,1.0,2.7,0.4,0.0,1.5,1,231.0,15.608108108108107
41.1,34.6,70.2,1.7,2.9,0.7,0.3,1.5,1,418.7,28.67808219178082
56.7,0.0,66.2,2.9,0.2,0.7,0.6,0.6,1,262.2,18.208333333333332
43.1,14.7,70.1,1.8,1.4,0.3,0.2,1.0,0,279.0,19.928571428571427
38.7,34.4,83.3,1.2,1.1,0.5,0.1,0.7,0,303.8,22.33823529411765
38.2,36.4,78.6,2.2,2.5,0.8,0.1,1.6,0,260.09999999999997,13.136363636363635
40.9,26.9,66.1,3.4,0.5,0.4,0.5,0.5,1,249.6,18.352941176470587
45.3,32.7,65.3,1.4,1.1,0.7,0.2,1.0,0,290.4,22.338461538461537
47.3,0.0,66.7,3.1,0.1,0.1,1.1,0.4,1,205.20000000000002,17.689655172413794
46.6,0.0,56.0,2.2,0.4,0.2,0.2,1.4,1,296.79999999999995,25.80869565217391
33.0,31.0,67.4,1.2,1.5,0.4,0.1,1.2,0,104.39999999999999,9.238938053097344
41.5,26.2,81.7,1.7,0.7,0.2,0.1,0.7,1,240.0,24.489795918367346
42.3,32.0,83.3,0.7,1.6,0.3,0.1,1.1,1,218.3,22.50515463917526
43.8,0.0,58.8,1.9,0.4,0.2,0.1,0.8,1,182.4,19.0
34.0,31.1,67.4,3.2,1.2,1.2,0.3,1.4,0,249.1,12.644670050761421
42.0,20.0,59.2,1.0,1.7,0.7,0.0,0.9,1,116.10000000000001,12.9
34.3,30.3,72.2,0.6,1.2,0.5,0.1,0.8,0,106.60000000000001,12.113636363636363
37.6,0.0,65.6,1.8,0.2,0.3,0.2,0.7,0,189.1,23.34567901234568
35.6,22.2,75.0,1.6,0.3,0.2,0.2,0.3,0,88.2,11.605263157894738
45.0,0.0,56.1,1.5,0.2,0.3,0.1,0.5,0,132.5,18.928571428571427
39.0,0.0,62.5,0.8,0.1,0.1,0.1,0.1,0,36.300000000000004,7.891304347826089
47.7,14.8,73.2,6.4,5.0,1.8,0.9,2.9,1,1393.0,36.37075718015666
45.1,32.1,79.6,6.4,2.5,1.4,0.3,3.9,0,1752.0,47.351351351351354
45.1,32.1,79.6,6.4,2.5,1.4,0.3,3.9,1,1752.0,47.351351351351354
48.9,0.0,66.4,8.4,2.5,0.8,0.2,2.5,1,1105.0,30.609418282548475
57.5,0.0,55.1,5.8,0.7,0.3,0.4,0.8,0,378.0,19.894736842105264
38.5,27.2,69.8,5.4,7.7,1.9,0.3,3.2,1,924.3,27.346153846153847
40.2,29.8,75.4,4.4,1.6,0.9,0.7,2.0,1,1142.1,36.142405063291136
46.0,37.0,72.2,3.9,2.0,2.0,0.6,1.2,1,896.0,28.903225806451612
53.4,0.0,63.5,7.3,0.5,0.4,0.8,1.4,1,780.0,26.262626262626263
39.4,28.4,66.2,5.6,1.5,0.6,1.2,1.6,1,907.1999999999999,31.282758620689652
51.1,25.0,63.6,7.5,1.2,0.6,1.4,2.0,1,1056.0,36.92307692307692
46.5,0.0,64.5,6.0,0.6,0.5,1.3,1.9,0,900.6,34.772200772200776
48.4,43.6,79.2,2.6,1.3,0.6,0.3,1.0,1,811.2,35.116883116883116
48.5,28.6,44.7,7.4,0.7,0.5,0.6,1.4,0,448.8,19.858407079646017
45.4,31.6,73.9,2.7,4.8,0.8,0.3,2.0,1,664.1999999999999,29.918918918918916
41.9,37.5,68.1,2.5,1.3,1.0,0.3,0.9,0,188.8,10.042553191489361
44.3,39.2,71.4,2.8,4.3,1.1,0.1,2.0,1,616.4,28.275229357798164
38.0,32.8,75.3,1.3,4.1,0.8,0.1,1.4,1,307.4,15.927461139896371
44.4,39.3,68.5,2.9,2.0,0.8,0.4,0.9,1,292.5,15.896739130434783
47.5,21.4,64.8,1.9,2.7,0.8,0.0,1.5,0,273.8,15.043956043956046
46.5,0.0,49.2,3.4,0.5,0.6,0.6,0.8,0,300.8,18.683229813664596
45.7,0.0,61.4,2.7,1.1,0.7,0.2,0.9,0,241.79999999999998,15.303797468354428
51.5,16.7,83.3,2.2,1.0,0.5,0.3,0.7,1,378.0,25.2
44.1,37.4,78.3,1.6,1.0,0.5,0.2,0.8,1,567.0,38.053691275167786
38.1,31.4,70.0,1.1,3.2,0.7,0.0,1.8,0,192.5,13.095238095238097
59.1,100.0,48.9,3.3,0.5,0.2,0.6,0.5,0,179.4,14.015625
45.1,0.0,44.7,2.4,1.2,0.5,0.1,1.0,1,135.29999999999998,10.999999999999998
53.0,40.0,61.8,3.3,0.8,0.4,0.1,0.8,1,188.6,16.4
32.8,24.3,77.5,1.0,1.9,0.4,0.1,1.0,1,117.6,10.407079646017698
43.3,0.0,75.0,2.3,0.5,0.4,0.4,0.5,1,143.10000000000002,12.776785714285717
50.0,26.3,67.9,1.2,1.0,0.6,0.2,0.8,0,198.0,17.67857142857143
38.4,30.1,64.9,1.1,1.0,0.2,0.1,0.9,0,266.79999999999995,25.169811320754715
42.4,0.0,69.4,2.6,0.6,0.2,0.1,0.8,1,206.5,20.858585858585858
47.9,0.0,68.3,1.9,0.2,0.2,1.1,0.3,1,93.5,9.63917525773196
38.8,36.0,68.2,1.4,0.4,0.3,0.4,0.7,0,168.1,17.510416666666668
56.2,33.3,41.0,1.2,0.7,0.4,0.1,0.7,0,151.79999999999998,16.5
37.2,24.0,65.3,0.8,0.4,0.3,0.1,0.4,0,126.0,15.555555555555555
42.6,38.4,71.1,0.5,1.0,0.3,0.0,1.0,0,235.2,36.184615384615384
39.5,31.0,66.7,0.6,1.1,0.3,0.1,0.7,0,117.8,18.123076923076923
46.6,26.7,74.2,5.4,6.6,2.3,0.6,3.6,1,1312.0,35.652173913043484
40.6,28.4,69.9,4.5,3.4,1.1,0.2,3.1,1,1516.8,41.329700272479556
39.4,33.8,78.1,2.9,5.8,1.1,0.1,1.8,1,1101.6,33.08108108108108
55.2,0.0,53.2,9.1,3.6,1.2,2.2,2.7,1,1330.0,41.43302180685358
44.7,27.1,72.1,3.6,0.7,0.5,0.5,0.8,0,244.4,14.376470588235295
50.1,20.0,56.9,7.6,2.0,0.7,1.4,2.0,1,1107.0,35.48076923076923
46.8,36.0,81.1,4.0,2.6,0.7,0.3,2.8,1,1311.4,42.8562091503268
37.5,33.3,73.2,2.3,4.8,1.5,0.1,2.2,1,844.6,31.871698113207547
41.9,31.1,77.8,5.1,1.6,0.7,0.6,1.1,1,742.6,29.0078125
50.8,0.0,59.6,5.8,1.4,1.4,0.4,1.2,1,681.6,27.483870967741936
41.5,16.7,75.7,6.2,1.2,0.9,1.2,0.9,1,450.3,18.230769230769234
47.0,4.3,77.0,2.9,1.9,1.0,0.1,1.7,1,780.0,31.578947368421055
58.7,0.0,59.2,5.7,1.0,1.0,1.0,0.8,1,255.3,10.863829787234042
47.9,0.0,72.9,7.5,1.2,0.8,0.4,1.2,1,469.8,21.45205479452055
50.8,0.0,64.2,6.2,0.7,0.6,1.0,1.3,1,623.7,29.144859813084118
40.5,29.9,82.4,1.5,1.3,0.4,0.2,1.3,1,671.5,34.973958333333336
54.5,0.0,71.1,3.1,0.6,1.5,0.0,0.9,0,426.29999999999995,22.675531914893615
43.9,38.0,67.2,2.9,1.3,0.8,0.6,1.7,1,639.9,35.94943820224719
49.5,0.0,57.8,3.0,1.0,0.7,0.3,1.2,1,517.5,29.40340909090909
41.8,29.5,84.1,2.0,2.9,0.9,0.1,1.4,1,442.2,26.011764705882353
48.4,9.1,61.4,2.7,0.8,1.0,0.3,0.8,1,335.0,20.059880239520957
47.6,0.0,60.0,3.5,0.7,0.6,0.1,0.8,0,96.60000000000001,6.0375000000000005
36.2,26.6,82.5,2.3,0.8,0.7,0.3,0.6,0,216.2,13.024096385542167
40.6,0.0,67.5,3.3,0.2,0.3,0.7,1.0,0,407.0,26.258064516129032
42.1,21.2,73.1,2.0,1.4,0.6,0.1,1.0,1,415.8,27.536423841059605
41.9,33.3,65.7,2.6,1.2,0.7,0.3,0.9,1,244.79999999999998,16.32
59.2,0.0,54.7,3.4,0.3,0.3,0.3,0.7,0,244.8,18.83076923076923
40.0,8.0,83.6,1.2,0.9,0.9,0.1,0.9,1,336.0,26.45669291338583
53.9,0.0,54.5,3.1,0.4,0.3,0.5,0.6,0,176.0,14.545454545454547
37.7,40.4,75.3,1.1,1.2,0.4,0.1,0.9,1,339.2,28.504201680672267
36.5,31.5,67.2,1.3,1.2,0.5,0.3,0.9,1,278.4,24.0
43.7,0.0,61.3,2.9,0.8,0.3,0.5,0.8,1,201.0,19.514563106796114
35.5,26.2,75.0,2.5,0.9,0.6,0.3,1.0,0,210.60000000000002,12.686746987951807
36.8,23.4,83.0,0.7,2.1,0.6,0.1,0.9,1,186.0,20.666666666666668
30.5,33.3,80.0,0.7,1.3,0.3,0.0,0.9,1,72.0,8.470588235294118
52.2,50.0,82.4,0.8,1.5,0.3,0.1,0.6,1,163.2,20.4
31.8,20.8,44.4,0.9,0.4,0.4,0.3,0.5,0,72.2,9.626666666666667
40.4,27.9,75.9,1.7,0.5,0.3,0.1,0.6,0,159.0,22.083333333333332
41.5,0.0,63.0,2.6,0.2,0.2,0.5,0.5,1,117.0,18.870967741935484
31.7,33.3,73.5,0.8,0.3,0.2,0.1,0.3,0,129.2,23.49090909090909
48.6,0.0,54.1,1.3,0.2,0.1,0.2,0.3,1,89.3,19.0
56.2,0.0,59.2,13.9,1.9,0.7,3.5,3.8,1,1895.3999999999999,50.010554089709764
46.4,36.9,74.6,3.5,3.8,1.6,0.7,2.6,1,1185.8,33.30898876404494
47.4,10.0,83.5,8.7,2.8,1.3,1.0,3.4,1,1474.2,42.240687679083095
42.6,28.1,64.4,9.6,3.8,1.6,0.4,2.8,1,1190.7,34.51304347826087
51.1,0.0,78.1,10.3,1.0,0.3,3.5,3.0,1,1638.0,48.31858407079646
50.4,15.4,74.8,9.1,1.8,0.9,1.4,1.9,1,1205.3999999999999,35.982089552238804
46.9,25.0,71.3,7.2,1.8,1.0,0.8,2.1,1,1279.2,39.48148148148149
47.4,25.5,71.5,5.0,2.4,1.0,1.1,2.0,1,797.9,27.047457627118643
49.3,0.0,60.2,7.4,1.3,0.5,1.1,2.2,1,972.0,33.51724137931034
43.5,31.9,74.2,4.5,3.0,1.1,0.5,3.0,1,1003.0,35.316901408450704
43.3,0.0,65.1,6.2,1.1,0.7,0.9,1.7,1,803.6,28.80286738351255
52.4,33.3,70.7,4.6,1.3,1.8,0.8,1.9,0,758.4000000000001,27.57818181818182
43.2,29.3,71.7,4.1,1.6,1.1,0.7,1.7,1,979.8000000000001,36.02205882352941
44.6,0.0,83.2,3.2,1.3,0.6,0.1,1.1,1,347.1,15.635135135135137
47.1,23.1,72.8,2.4,3.5,0.7,0.1,1.6,1,364.5,16.568181818181817
46.8,39.0,78.6,2.3,2.2,0.8,0.2,1.6,1,800.8000000000001,37.24651162790698
40.2,16.7,77.2,2.6,1.6,1.0,0.2,1.5,0,592.0,27.793427230046948
44.8,0.0,75.9,4.1,1.2,0.8,0.3,1.3,0,188.0,8.90995260663507
44.3,33.3,72.7,2.8,1.9,0.5,0.4,1.3,1,700.6999999999999,34.34803921568627
47.5,0.0,71.0,4.9,2.1,0.7,1.8,1.9,1,313.59999999999997,16.418848167539263
47.5,33.3,76.2,2.0,1.0,0.5,0.1,1.3,0,751.9000000000001,39.78306878306879
52.8,23.8,73.7,2.1,0.6,0.5,0.2,0.7,0,244.0,15.844155844155845
50.0,0.0,70.0,5.3,1.0,0.7,0.2,1.2,1,541.1999999999999,28.634920634920633
45.6,39.1,57.4,1.4,3.3,0.7,0.1,1.0,1,426.40000000000003,23.30054644808743
43.8,31.6,79.6,1.1,1.7,0.4,0.1,0.9,1,270.0,16.56441717791411
44.6,28.6,66.5,4.0,0.9,0.6,0.5,1.1,0,418.7,26.00621118012422
43.3,14.3,79.2,1.2,2.5,0.6,0.2,0.8,0,344.0,21.772151898734176
43.3,14.3,79.2,1.2,2.5,0.6,0.2,0.8,0,344.0,21.772151898734176
35.8,16.7,79.4,1.5,2.3,0.8,0.0,1.3,1,265.2,21.047619047619047
55.0,0.0,64.3,3.8,0.3,0.3,0.4,0.9,0,232.20000000000002,19.190082644628102
43.9,10.0,62.5,0.7,2.2,0.4,0.1,0.8,1,234.0,19.5
36.9,33.3,67.3,0.9,1.4,0.7,0.1,0.9,1,206.8,17.675213675213676
