drives,totalsessions,ndaysafteronboarding,totalnavigationsfav1,totalnavigationsfav2,activitydays,kmperdrivingday,label
16,40.77919419,361,325,13,15,253.5993111,0
86,154.9110275,3489,294,0,5,163.9928264,0
95,309.3379263,1208,25,86,2,0.0,0
65,112.962934,1021,346,0,4,166.5228843,1
21,151.5378354,1423,0,0,17,663.6384952,0
24,122.2744094,1320,0,0,2,0.0,0
1,58.25196797,2902,73,64,12,252.9842765,0
14,71.64764921,311,0,55,9,1134.173737,0
70,127.3060827,106,108,19,1,0.0,0
73,248.2514454,2562,307,0,4,1103.082305,0
28,102.6879311,1650,80,0,25,305.2029071,0
6,110.9200323,3275,251,45,6,0.0,0
31,114.9249669,3411,38,0,23,358.6115381,0
27,195.756746,1222,221,97,16,514.7517357,0
111,116.2164735,3011,245,0,24,72.71783531,0
18,337.9211767,3096,88,0,24,129.2297876,0
11,17.17880646,633,0,0,21,47.99918305,0
133,290.7132871,2950,80,0,18,378.2428448,0
167,342.5197288,340,10,0,18,119.506701,0
92,131.2432707,2112,110,28,14,161.4046611,1
64,124.122618,1988,420,3,12,240.8737714,0
13,278.0490812,1179,199,38,25,93.67405174,0
55,97.05638805,688,130,47,27,258.4726423,0
155,292.7549184,3199,3,0,15,177.5421106,1
23,223.8868021,36,0,0,20,181.8125917,0
95,136.6211599,1539,56,28,28,161.2803251,0
122,294.8239569,2024,365,27,20,200.5207039,0
18,119.6867817,2053,248,0,22,65.231835,0
60,110.7826244,1309,177,0,1,0.0,1
19,369.6141189,1430,38,0,30,274.4740513,0
86,363.4802828,440,182,20,28,163.4718521,0
4,38.50404655,2671,209,0,28,313.6144605,0
198,213.3092998,1062,15,33,12,539.5402105,0
115,144.5095342,27,160,4,27,241.4248372,0
75,119.5245992,656,86,0,16,344.4673098,0
76,132.4611198,2611,125,0,1,0.0,1
37,43.80285331,3346,182,2,5,153.0399902,0
13,93.80302944,2412,249,58,14,631.9568211,0
92,174.1205529,3232,11,61,18,459.7133603,0
23,238.3555457,528,0,26,17,310.5358816,0
40,104.2316643,577,319,0,15,161.9854775,0
17,75.810063,2476,0,3,25,79.50949331,0
51,258.600209,1576,181,10,7,477.162383,1
14,110.0018291,2329,42,0,6,1040.826665,0
79,103.7890211,2372,18,33,13,812.5306477,1
46,58.39837773,628,16,15,25,370.3408463,0
29,192.7846677,1392,0,0,23,266.9958152,0
127,169.0697271,1755,55,0,1,0.0,0
175,356.4071263,2928,44,0,23,89.57549739,1
67,135.6302531,1191,59,88,22,244.7893576,0
83,149.9984885,1606,16,22,31,268.498015,0
32,124.4103648,2939,0,0,27,150.7017522,0
101,201.6250668,1114,156,0,22,296.7295535,0
13,86.53181684,172,148,9,29,155.5755533,0
79,257.7756346,1838,19,0,5,467.571927,0
2,13.32364279,230,0,19,3,0.0,0
83,111.5606385,435,0,0,17,387.6633136,0
63,204.7677601,1872,8,29,14,649.7750322,0
3,145.9316688,1435,0,17,30,119.7094328,0
32,45.11789385,315,308,32,20,362.2221907,1
69,285.28511,750,243,96,25,203.538821,0
48,143.3088122,1048,14,102,9,644.081301,1
119,320.0363332,2613,197,79,19,288.5595905,0
32,40.22703776,2364,110,15,5,1144.128572,0
154,245.6652854,2449,3,0,31,53.78696548,0
68,203.0342386,445,56,0,17,462.0312465,0
8,396.3872353,496,43,0,23,225.8549667,0
69,142.5406526,632,111,55,15,320.1129424,0
18,28.10273701,172,104,0,24,172.8009755,0
69,152.9538442,2548,270,14,27,121.1720536,0
98,221.0182716,548,21,98,20,86.58262031,0
24,200.4515557,359,92,60,1,0.0,1
6,106.3770788,608,41,88,25,115.8614877,0
3,109.838737,857,0,0,20,154.8069054,0
155,343.4435674,995,71,34,30,242.9611104,0
46,191.7428177,1788,35,0,26,243.3316614,0
15,45.65685333,1367,0,62,21,157.7797241,0
51,130.1865682,474,63,15,12,642.31098,0
16,376.6970727,580,0,25,26,78.67663778,0
104,429.0925793,1757,0,16,23,148.5955378,0
62,109.1305785,2459,87,0,30,154.805527,0
151,275.8568351,2535,7,0,22,269.3990312,0
50,94.03024381,1174,16,28,29,103.4652409,0
94,221.2346942,2016,204,6,13,313.1768514,0
26,262.6856522,1928,15,10,24,127.5760952,0
59,162.6945458,2913,101,15,17,304.2230289,0
103,187.9034274,141,90,20,25,210.3887449,0
52,108.4539624,1965,55,69,25,74.32004536,0
34,48.76906637,1585,0,0,22,189.3054864,0
38,180.5422729,2884,27,0,15,262.7281077,0
1,8.944463169,2889,9,28,15,99.68196082,0
136,230.4122203,684,66,0,28,288.9753361,0
14,167.4682256,233,421,0,11,300.5365216,0
97,180.3805041,2202,26,4,15,314.9954295,0
1,92.48087973,83,5,88,26,193.0137004,0
12,32.17060723,2317,85,0,11,239.4404004,0
14,336.0448338,1120,83,3,28,164.7845249,0
26,90.4175809,688,76,38,28,52.686458,0
44,317.2571328,1356,0,6,14,235.4594217,0
141,188.6445393,3094,38,0,18,81.58775271,0
97,242.9608506,462,33,4,15,307.4809406,0
4,34.00856561,1700,252,0,18,615.2749425,0
92,335.5477819,2281,55,6,20,310.2726475,0
65,162.1198272,1816,60,37,10,265.0898339,0
10,55.94295957,2844,1,0,23,251.0636946,0
21,220.0992932,3048,5,72,15,413.1280117,1
0,123.8704846,922,3,0,19,431.9427386,0
110,142.2823654,2305,251,2,15,329.7822733,0
41,106.8090825,1509,0,0,22,237.5500626,0
7,21.1494095,149,181,0,11,371.369321,0
46,64.16225646,3370,47,0,29,182.6909647,0
57,115.7385639,3274,0,0,8,742.567752,0
36,157.0688964,2280,44,27,14,79.19687679,0
73,145.9901228,1775,145,0,16,246.1104906,0
19,87.530661,2705,28,0,20,215.4318171,0
35,357.581302,1608,299,29,23,138.1895944,0
39,176.9865725,1380,87,98,29,450.0297626,0
22,146.5541342,2124,205,50,12,222.3303144,0
69,87.71624902,1427,35,0,4,0.0,0
45,294.8357569,2895,164,0,18,241.2411358,0
15,64.50610209,1754,157,37,27,299.9442714,0
7,318.0153955,2814,238,0,2,0.0,1
44,136.7655196,753,420,0,3,1128.34128,1
78,140.1925056,2957,240,43,1,0.0,1
37,51.2030773,327,0,28,24,123.438647,0
64,104.2249523,1236,20,1,25,56.59411679,0
60,172.7567217,2801,136,0,29,72.68847989,0
3,38.55669333,3269,32,67,16,288.1408765,0
46,62.81180978,1255,170,0,8,330.0559159,1
25,66.62750037,2132,312,0,10,278.0900267,0
44,161.6726136,2812,115,24,24,357.2130679,0
101,471.8355235,2303,397,15,25,144.8425908,0
38,54.58310873,2042,82,98,27,127.791345,0
38,165.0641073,2787,431,0,24,452.6633911,0
4,69.7874235,556,5,0,21,80.59048856,0
25,181.6859637,2146,163,34,20,881.4311335,0
19,149.7651109,2719,109,24,20,120.1929421,0
110,224.2555905,1928,0,75,0,0.0,0
12,85.02437967,3256,208,6,24,260.6256675,0
62,111.3105144,2303,35,29,14,332.4662131,0
47,197.3998288,1765,0,48,19,227.8014332,0
9,109.9702833,2526,69,0,24,204.2778276,0
58,87.46816693,307,393,58,11,1071.295793,1
71,205.435271,1699,56,29,15,440.3644656,1
18,82.17266633,2642,0,38,20,87.16928721,0
27,111.5846499,1554,5,1,23,195.8010202,0
76,444.3639813,106,17,0,23,96.672716,1
9,163.2534617,611,193,0,3,364.970094,1
115,202.0749852,952,148,27,10,1007.197421,0
102,191.0697779,2906,0,61,22,116.9601395,0
8,49.35792895,1366,0,54,30,225.4419389,0
47,208.5591408,1666,24,76,19,193.5458546,0
95,134.2450191,2425,339,3,12,396.8952736,0
150,233.2492116,2911,104,37,28,100.02178,0
39,50.95706759,1068,0,0,20,365.3696776,0
46,150.7481098,2354,151,0,30,293.6618189,0
182,390.2617812,725,0,5,3,0.0,1
55,55.45353009,2031,0,59,24,428.8712984,0
63,85.68340992,274,377,39,14,18.62236084,0
25,166.4059285,1526,51,0,1,0.0,1
13,237.5617718,997,216,45,28,177.4568104,0
86,117.1605641,3241,407,15,29,188.6642122,0
109,442.6975545,1435,36,14,12,181.6772473,0
30,177.9537553,884,22,35,5,868.9593422,1
7,8.854129689,1393,14,51,9,277.4399336,0
49,169.7858979,1609,184,7,31,347.9217399,0
31,113.5826413,532,294,2,28,265.226566,1
64,426.9826207,1624,34,79,13,1050.73301,0
68,122.8465776,1489,0,4,8,451.5247816,0
14,32.90878539,2580,0,54,17,221.5403406,0
115,317.0754552,3180,281,0,10,627.5897388,0
34,71.48883079,2989,0,33,5,329.0506684,0
66,135.5762402,15,44,12,15,241.9955515,0
11,58.94524851,1374,5,0,7,949.4898884,1
29,214.9278701,658,14,0,21,119.0742488,0
66,130.6146812,2032,123,101,0,0.0,0
136,262.7858377,777,0,29,11,429.2240672,0
32,189.4145861,2412,259,0,25,207.9935347,0
26,77.14918662,2077,49,0,23,197.1105267,0
130,237.4689566,1313,30,0,23,51.93259623,0
87,311.1453069,1233,79,0,20,268.5615661,0
72,148.8523343,203,67,90,27,285.9682278,0
26,81.80763991,1420,0,22,23,99.87461217,0
137,184.2644857,2504,30,46,15,329.1891979,0
38,103.756249,3457,59,0,19,225.4752771,0
8,103.1622749,2911,32,85,3,0.0,0
115,410.8785506,697,135,63,18,207.3422985,1
58,184.1429672,3471,2,30,26,366.4286321,0
47,439.0549125,883,15,0,12,363.4828493,0
90,195.279464,1789,153,0,7,608.0760907,1
140,204.7400311,1670,0,88,13,252.1108765,0
47,107.7357378,704,57,0,29,78.25103413,0
118,327.2988532,2109,226,0,27,133.6403489,0
26,183.5896086,2427,86,0,20,446.6330919,0
38,392.9484955,344,30,10,15,456.6240794,0
194,251.2650819,3259,24,45,28,219.533761,0
8,54.73222552,1240,79,0,21,189.8420233,0
2,223.4280558,2774,0,56,15,558.9879616,0
59,182.9581774,884,54,26,15,285.592883,0
37,266.338815,1696,281,0,16,212.8944579,1
18,263.9725178,359,122,63,6,586.9104278,0
108,268.8647481,2483,47,39,31,53.55803796,0
33,344.9395525,143,0,0,17,55.99974337,0
69,110.1988006,2913,0,24,23,150.8516864,0
1,198.4042064,1417,101,13,5,423.6928975,1
52,169.3734997,2446,47,41,16,326.712065,0
178,316.2357743,2359,7,0,14,202.2001971,0
3,190.4768814,2002,66,34,9,992.6201788,0
20,174.0494677,287,0,2,22,142.053573,0
83,150.3895489,3244,62,0,4,0.0,0
74,306.6944854,68,288,0,13,677.8025558,0
5,25.51059408,2098,26,42,6,0.0,0
38,56.34517786,463,0,0,30,64.081513,0
42,96.78617329,2552,91,0,6,156.3004178,0
186,444.1222507,1760,0,0,30,194.5767877,0
124,236.1927734,2306,0,74,14,190.068292,0
18,50.29305431,2008,328,33,17,268.5130738,0
52,52.17576228,2132,58,0,30,191.5785388,0
9,306.5720569,2361,12,37,17,85.12209433,0
76,231.7550599,2116,300,0,31,50.48288363,0
15,196.4813268,2942,0,0,20,321.7908299,0
5,108.4792365,1196,289,0,8,326.8198946,1
0,41.62795859,2602,0,0,30,297.7041913,0
141,221.4476467,2317,78,0,22,50.79758119,0
39,218.437549,1831,105,47,10,895.1350707,0
107,363.8847217,1226,0,0,28,92.3644724,0
63,94.81850962,1522,43,0,23,156.2558752,0
103,153.3347864,1505,3,0,22,287.4210627,0
14,193.6623603,1575,281,25,4,155.4023985,0
109,146.2476083,2332,45,48,27,386.1332277,0
31,127.1754777,2412,0,0,22,357.7982412,0
136,378.8592919,2506,0,0,25,75.46674291,0
11,131.4919802,1027,75,4,17,870.5745696,0
81,239.4870348,2164,97,0,14,347.665365,1
96,122.7078523,2522,18,3,13,255.5100755,0
33,167.7988461,2979,55,15,12,473.5090273,1
48,410.8677859,313,286,88,3,958.2210603,1
10,69.20255552,3337,257,0,11,476.7613444,0
7,127.5274565,1638,132,88,7,957.823337,0
75,100.5048654,266,0,0,25,250.4589519,0
13,262.8668006,2842,104,31,5,0.0,0
60,85.00863483,1501,277,12,11,331.0060581,1
1,35.9036525,2706,0,8,25,173.6801125,0
24,360.8070303,985,62,52,5,263.8000308,0
11,36.6827398,506,74,0,4,499.8770398,0
59,133.0662929,1162,2,0,11,408.6374958,0
116,250.2217281,2423,53,0,16,260.215911,0
117,360.2707198,686,140,0,4,0.0,0
74,186.1876381,667,11,0,28,59.65625386,0
4,61.2518465,1918,0,19,2,0.0,0
31,67.76552047,701,260,55,9,233.1272852,0
22,82.7047313,1801,70,39,5,685.4992005,1
49,129.0900293,1390,110,12,12,323.1459379,0
70,454.9459117,2240,51,7,4,875.3554803,0
179,237.9307331,2785,223,20,24,74.7381348,0
52,383.8899356,1406,176,0,16,401.64786,0
59,414.4198957,3030,218,0,24,124.9707791,0
2,157.1395678,2606,0,0,28,151.2386517,0
0,180.7556509,1857,0,0,16,158.4778831,0
30,29.93003568,250,322,0,3,0.0,1
19,34.53097083,3320,298,50,10,294.4590888,0
23,387.1836048,3370,179,0,6,216.3787749,1
19,310.4168291,2507,68,1,24,95.03027325,0
130,317.6683044,620,80,34,30,202.1573452,0
2,61.72895069,1535,76,0,14,321.2841666,1
54,89.24790822,425,0,0,11,357.4817072,0
25,59.48462282,537,15,0,28,96.55465656,0
70,144.9659138,717,0,0,19,64.77650354,0
1,100.7071054,361,87,35,21,99.19500731,0
51,98.68832331,1970,159,41,27,113.074113,0
33,233.8393135,778,0,70,8,165.8248444,0
154,207.189447,393,48,5,15,92.85702354,0
109,242.2968276,723,156,0,21,52.96240616,1
26,176.0517881,864,0,0,23,200.7368971,0
6,9.202200199,1690,76,12,20,138.4860953,0
12,70.41678365,913,73,0,12,627.7853492,1
98,131.6632967,3405,197,47,9,929.0639492,0
37,283.3585003,3041,16,0,9,281.6103125,0
19,169.7260538,2685,112,0,28,252.9118787,0
88,225.6081898,1412,249,0,0,0.0,1
62,377.1707105,796,2,0,8,1135.200851,0
11,88.88364073,900,295,1,0,0.0,0
66,127.9864042,619,381,0,16,196.0091706,0
19,50.44983002,2600,0,23,26,312.0593653,0
142,186.061875,1505,20,0,18,350.1025574,0
7,31.66287769,459,58,0,21,240.9008129,0
11,99.29236648,1400,0,11,7,497.2819591,0
45,109.0991537,924,9,60,5,665.05442,0
54,130.6110268,3469,305,55,20,159.0524056,0
175,285.8034911,2809,0,43,15,318.9173194,0
4,19.68679698,2185,26,0,23,208.6479376,0
87,117.6671848,2385,91,19,21,239.7988723,1
90,142.0465669,2559,99,1,14,184.9995142,0
25,327.7666422,1007,2,4,13,323.6037454,0
14,27.63061379,3298,191,0,16,212.7040027,0
2,340.6983104,1379,27,28,6,382.7624998,0
21,34.97093815,1205,62,96,26,82.20300622,0
17,99.63432886,2428,265,0,11,389.4879249,0
72,282.9439495,496,327,44,6,584.4371458,1
86,212.2981459,2816,8,51,19,191.5336053,0
56,99.53403887,1044,22,52,21,375.7469454,0
136,187.286814,2691,156,0,27,134.497315,0
162,410.3238954,2395,72,0,11,403.8866302,0
22,102.3123945,2838,107,0,20,127.1932585,0
15,74.8348667,1122,109,0,7,184.2065721,0
0,154.1568887,1705,0,1,22,266.4529482,0
14,100.7807151,678,310,19,12,972.523897,0
84,108.4725494,282,0,0,2,0.0,1
9,15.59614855,1037,18,21,20,193.8503885,0
167,229.3436921,111,44,0,24,113.9097563,0
19,105.9796855,1087,91,3,23,139.8149418,0
40,231.8257832,3439,0,0,19,216.1136795,0
87,178.3170666,1278,88,14,11,470.2951798,0
2,58.9808538,972,45,0,26,21.12531054,0
2,11.7962783,733,0,24,26,234.5004082,0
49,285.2197303,2051,0,0,0,0.0,0
83,115.0315973,2056,59,40,12,643.6540068,0
129,243.1696788,27,60,32,15,717.2665608,1
38,66.88129025,3412,77,0,7,698.5819343,0
41,405.4092825,2426,145,0,27,172.4693112,0
26,407.8871949,2762,113,0,15,182.9012956,0
39,88.65585729,925,2,42,31,81.78721776,0
113,168.8900106,1301,81,0,1,0.0,0
102,158.3288349,299,19,0,16,205.9473169,0
110,304.910702,1832,0,0,11,640.5285965,1
71,284.8289446,2380,74,0,27,223.2650717,0
64,170.9346873,2995,13,7,8,509.3026945,0
138,203.323535,987,23,70,11,751.5805894,1
67,105.5371578,3239,240,0,14,665.6815598,0
45,77.48843045,1426,310,0,13,345.6200126,0
36,50.11083356,772,44,0,17,621.3591424,0
33,50.38260123,2068,10,0,27,147.5619656,0
52,133.6496408,2246,162,0,1,0.0,0
3,3.961136716,1877,7,0,8,527.9191588,0
139,197.1771057,96,332,0,4,372.4428168,0
16,334.0843247,1092,59,49,4,555.149602,0
31,85.47528865,802,72,9,28,298.2694916,0
46,276.9216539,1083,46,48,1,0.0,0
152,405.6602157,825,36,43,17,524.3990218,0
13,115.9661912,2458,29,0,16,328.9544044,0
8,171.9286029,1643,0,27,19,246.3260546,0
108,147.6860782,2078,68,21,19,302.6470366,0
1,18.23651004,2706,32,0,15,436.4548653,0
73,159.5482659,326,0,43,13,872.3163911,0
46,98.26772183,2903,69,34,7,396.39761,0
2,12.99072849,92,44,0,7,908.454649,0
49,89.09983585,1163,329,34,22,50.89941957,0
37,55.83281465,3226,53,54,13,302.1470534,0
49,65.24845648,2697,159,0,31,56.44008743,0
14,68.81881489,113,96,0,7,697.6002856,0
113,277.990728,847,78,0,15,533.6036722,0
99,235.1005847,72,25,27,14,862.0353309,0
11,101.5065858,626,47,68,15,584.5656317,0
140,185.8450028,2562,131,64,1,0.0,0
23,92.95420408,2681,110,37,29,87.08159324,0
135,400.7449954,1904,66,25,22,93.42973783,0
20,96.76517584,1084,262,0,21,51.24484723,1
50,154.1655845,2477,5,24,4,564.9909075,0
58,141.3229401,710,50,47,2,857.244866,1
142,334.8784119,3064,42,54,9,668.4292006,0
27,121.2719043,3129,118,51,14,1128.924681,0
29,70.72184537,1939,44,65,19,235.2845774,0
45,101.2072049,381,43,15,22,161.4678957,1
91,356.8703249,3257,93,91,21,537.9949721,0
18,77.77514028,820,27,40,15,157.9668841,0
21,22.39428202,1255,0,0,22,167.8109083,0
117,192.2758879,3098,234,0,10,1011.604615,0
119,238.0784692,2576,36,0,26,153.9768936,0
14,177.8847471,2877,242,0,7,326.7490264,0
16,46.12829836,2792,16,0,3,730.5333883,0
34,71.74177103,2438,26,0,10,34.77103923,0
100,126.2013753,1591,398,5,11,204.3890865,0
59,80.88839606,1598,9,0,28,367.2235179,0
21,77.16036924,96,35,0,17,141.143884,0
28,125.9757852,978,0,0,8,281.2499699,1
39,66.71987881,2402,0,8,18,98.79532655,0
167,323.9922282,949,21,12,20,351.9965329,0
2,26.85963152,89,342,0,21,399.3445972,0
21,452.5579373,956,53,2,21,93.80637267,1
172,228.5352506,3368,131,6,20,218.9408118,0
24,118.5497412,3016,44,20,19,390.6531363,0
80,294.4362353,1458,0,0,3,729.4779913,0
141,399.6902354,241,373,41,9,1084.514372,1
25,42.7436666,973,0,0,1,0.0,1
82,205.7758551,1488,62,0,16,456.549183,0
6,103.9631895,42,159,0,20,93.16195117,1
120,198.4341307,886,170,37,19,98.25559606,0
8,113.9036525,1078,0,22,9,297.1106403,1
72,183.3271502,3251,159,16,19,65.18200656,0
6,81.94225175,1176,0,0,15,119.1522095,0
89,193.9961845,2339,160,31,28,110.9700429,0
5,181.8375485,1010,0,0,9,749.0816591,0
59,126.1647461,2407,27,19,21,309.903539,0
21,74.28467345,2484,31,14,30,256.7528435,0
7,14.14615587,1171,304,68,27,48.6233854,0
43,314.1735307,1814,0,0,15,433.367772,0
14,77.15209391,2797,98,53,24,95.13142792,0
38,52.72855296,68,194,76,11,432.0254779,1
80,103.5190712,285,124,58,24,277.2889193,0
39,178.6952978,1091,0,8,17,195.944991,0
80,116.1405306,835,88,0,23,9.50151458,0
34,95.89531851,3185,245,0,26,66.41645927,0
14,32.78676657,3296,279,0,22,108.4426693,0
12,33.78760298,747,254,12,0,0.0,0
100,172.6899901,942,33,0,26,37.03457877,0
168,455.4270829,806,88,0,15,262.4031172,0
57,458.044022,1022,36,2,14,790.8557737,1
4,6.109505407,89,239,52,3,0.0,1
42,249.4601817,1201,110,4,21,207.7803807,1
30,55.04190709,1567,279,0,2,784.979038,0
190,296.1820201,45,20,40,8,499.9348559,0
180,335.8577343,1962,118,40,8,571.5384124,1
30,82.9719959,2116,33,15,17,366.3752729,0
64,167.9347403,1494,0,0,27,56.65902028,0
201,279.5786788,3402,116,0,26,356.8245097,0
37,260.8199441,265,351,27,26,192.1874559,0
194,290.3846876,1583,78,6,28,231.6714774,1
73,120.6905332,2270,99,0,25,110.7958408,0
50,267.7743041,2643,43,0,27,285.6003668,0
23,94.41234961,1402,0,15,10,298.9869231,1
29,58.93462142,653,96,58,5,460.5082147,1
47,188.6051742,2759,20,36,22,200.2419156,0
61,140.9795299,1347,111,29,22,222.4315134,0
30,273.2267252,2962,0,9,1,0.0,0
33,176.625699,1172,326,7,2,0.0,0
23,47.68791667,1679,0,0,11,386.5614014,0
96,145.4544873,388,38,0,21,373.8623006,0
115,143.0514277,1950,220,32,18,127.6443775,0
14,146.1276208,1841,94,0,5,1047.338577,0
3,33.38112395,280,167,1,9,366.359709,0
27,35.3706166,1609,260,0,25,326.3851528,0
23,140.7736604,3399,182,0,3,0.0,1
47,429.1833158,1866,6,53,6,707.4992627,0
140,184.6155249,1850,4,35,15,264.6202982,0
9,76.7978392,1771,138,0,5,0.0,1
52,181.0814505,1694,11,4,27,217.3328482,0
15,146.9967087,2372,0,49,15,104.4912765,0
176,231.1254517,309,103,53,27,246.0688312,0
82,119.7845867,691,143,29,25,278.8977847,0
5,102.693929,2154,150,66,28,169.2698555,0
10,67.95680054,2459,48,5,11,1111.755549,0
46,99.40991976,2489,15,0,5,893.3385555,0
10,104.4422792,2816,272,0,24,411.3986806,0
0,168.8298724,3363,0,40,14,94.97698808,0
108,145.0651885,1720,52,6,13,443.571715,0
88,177.385943,1362,21,56,29,146.6385618,0
88,170.1696028,1781,410,0,8,720.4017368,1
9,61.85364822,2883,141,0,30,127.2410321,0
19,53.06054672,2361,21,27,10,419.9736333,0
19,36.83320581,60,234,69,25,434.6340215,0
123,414.3637912,957,87,22,30,266.1389673,0
88,122.1186285,2767,425,16,27,57.35332995,0
29,159.0146205,2860,90,11,28,114.3546901,0
72,118.509419,3108,356,56,26,101.1144821,0
60,203.2136109,2665,46,0,17,271.6042192,0
32,93.13631727,1277,171,0,28,124.6185907,0
50,67.65518261,2279,0,0,18,492.6498784,0
96,173.962179,497,0,6,19,207.2087998,1
16,112.6754945,2063,66,0,23,202.1342385,0
14,87.50558165,416,165,100,10,333.5145983,1
138,274.420819,914,8,46,19,159.1203052,0
7,26.34163904,2600,62,0,9,170.0087676,0
63,93.22006908,3469,0,51,5,593.6110643,0
2,95.07707483,50,334,38,14,334.4140641,0
28,112.9966262,2513,107,3,6,0.0,0
26,116.4273773,1489,116,0,5,492.2593214,1
32,205.954839,2681,17,0,9,343.0975162,1
91,315.6947962,1352,0,3,10,365.2931299,0
50,120.6822492,2824,12,2,3,283.7438414,0
66,121.3027082,1051,0,36,21,526.9077,0
5,140.1478212,1945,274,28,21,335.8579142,1
86,237.6499209,2677,193,26,8,136.8504809,0
147,284.1027789,2362,114,16,5,1174.596603,1
3,153.1574088,2751,260,0,24,112.3522611,0
47,107.5203443,2223,126,6,0,0.0,1
66,169.0873643,3273,54,62,12,409.9284214,0
14,54.41856253,1405,36,0,0,0.0,1
7,16.54586461,3230,0,0,23,138.478917,0
59,77.38606542,572,210,41,18,318.8202641,0
27,181.3197579,2039,159,50,15,570.0667991,0
41,139.8945271,2647,246,0,0,0.0,0
33,78.07135011,294,122,0,22,392.8102068,0
61,149.4284921,2535,155,7,14,161.7384489,0
22,145.3743616,3232,16,5,8,198.0689205,0
76,214.922107,2432,185,0,21,39.17020242,0
63,90.66815542,3443,97,56,13,524.8075382,0
36,156.9802312,2509,288,0,19,503.1143218,0
4,186.1749183,910,261,9,4,1183.060856,1
119,147.9752149,140,235,22,14,532.0975095,0
102,255.2141896,297,0,0,22,80.744037,0
106,236.837288,2742,254,22,24,381.0440038,0
19,321.221688,1373,0,0,6,998.9451752,0
77,216.8731833,1263,27,0,14,303.5049486,0
141,176.9807599,2661,147,0,16,290.5003042,0
